event_id,trip_id,timestamp,event_type,event_value,severity_level,phone_interaction_type
EVT-TRIP-5fb-0,TRIP-5fb831-1,2025-09-11 16:37:28,SPEEDING,0.63,4,TEXT
EVT-TRIP-5fb-1,TRIP-5fb831-1,2025-09-11 16:37:38,HARD_BRAKE,0.94,5,APP
EVT-TRIP-5fb-2,TRIP-5fb831-1,2025-09-11 16:37:48,SPEEDING,1.03,5,TEXT
EVT-TRIP-5fb-0,TRIP-5fb831-2,2025-09-11 16:37:28,DISTRACTION,1.02,2,NONE
EVT-TRIP-5fb-1,TRIP-5fb831-2,2025-09-11 16:37:38,SPEEDING,1.48,1,APP
EVT-TRIP-31a-0,TRIP-31a4e6-0,2025-09-11 16:37:28,SPEEDING,1.05,3,CALL
EVT-TRIP-31a-1,TRIP-31a4e6-0,2025-09-11 16:37:38,HARD_BRAKE,0.94,1,TEXT
EVT-TRIP-31a-2,TRIP-31a4e6-0,2025-09-11 16:37:48,DISTRACTION,1.08,2,TEXT
EVT-TRIP-31a-3,TRIP-31a4e6-0,2025-09-11 16:37:58,DISTRACTION,0.65,2,TEXT
EVT-TRIP-31a-4,TRIP-31a4e6-0,2025-09-11 16:38:08,DISTRACTION,0.59,5,APP
EVT-TRIP-31a-0,TRIP-31a4e6-1,2025-09-11 16:37:28,SPEEDING,0.64,4,APP
EVT-TRIP-31a-1,TRIP-31a4e6-1,2025-09-11 16:37:38,DISTRACTION,1.27,2,CALL
EVT-TRIP-31a-0,TRIP-31a4e6-2,2025-09-11 16:37:28,HARD_BRAKE,1.15,1,CALL
EVT-TRIP-31a-1,TRIP-31a4e6-2,2025-09-11 16:37:38,DISTRACTION,1.19,3,TEXT
EVT-TRIP-31a-2,TRIP-31a4e6-2,2025-09-11 16:37:48,HARD_BRAKE,1.44,1,TEXT
EVT-TRIP-31a-3,TRIP-31a4e6-2,2025-09-11 16:37:58,DISTRACTION,1.16,2,NONE
EVT-TRIP-31a-4,TRIP-31a4e6-2,2025-09-11 16:38:08,SPEEDING,0.97,5,CALL
EVT-TRIP-f5d-0,TRIP-f5d9c3-0,2025-09-11 16:37:28,SPEEDING,1.06,3,APP
EVT-TRIP-f5d-1,TRIP-f5d9c3-0,2025-09-11 16:37:38,HARD_BRAKE,0.78,2,CALL
EVT-TRIP-f5d-2,TRIP-f5d9c3-0,2025-09-11 16:37:48,SPEEDING,0.83,5,CALL
EVT-TRIP-f5d-3,TRIP-f5d9c3-0,2025-09-11 16:37:58,DISTRACTION,1.29,2,TEXT
EVT-TRIP-f5d-4,TRIP-f5d9c3-0,2025-09-11 16:38:08,SPEEDING,0.58,5,NONE
EVT-TRIP-f5d-0,TRIP-f5d9c3-1,2025-09-11 16:37:28,SPEEDING,1.05,1,CALL
EVT-TRIP-f5d-1,TRIP-f5d9c3-1,2025-09-11 16:37:38,HARD_BRAKE,0.75,2,NONE
EVT-TRIP-f5d-2,TRIP-f5d9c3-1,2025-09-11 16:37:48,DISTRACTION,1.18,5,NONE
EVT-TRIP-f5d-0,TRIP-f5d9c3-2,2025-09-11 16:37:28,HARD_BRAKE,1.15,5,TEXT
EVT-TRIP-f5d-1,TRIP-f5d9c3-2,2025-09-11 16:37:38,HARD_BRAKE,1.35,4,CALL
EVT-TRIP-bf5-0,TRIP-bf5ba9-0,2025-09-11 16:37:28,DISTRACTION,1.0,3,CALL
EVT-TRIP-bf5-1,TRIP-bf5ba9-0,2025-09-11 16:37:38,SPEEDING,1.02,3,NONE
EVT-TRIP-bf5-2,TRIP-bf5ba9-0,2025-09-11 16:37:48,SPEEDING,1.22,4,APP
EVT-TRIP-bf5-3,TRIP-bf5ba9-0,2025-09-11 16:37:58,DISTRACTION,0.95,1,TEXT
EVT-TRIP-bf5-0,TRIP-bf5ba9-1,2025-09-11 16:37:28,SPEEDING,0.5,5,CALL
EVT-TRIP-bf5-1,TRIP-bf5ba9-1,2025-09-11 16:37:38,HARD_BRAKE,0.71,1,APP
EVT-TRIP-bf5-2,TRIP-bf5ba9-1,2025-09-11 16:37:48,DISTRACTION,1.11,3,CALL
EVT-TRIP-bf5-3,TRIP-bf5ba9-1,2025-09-11 16:37:58,SPEEDING,1.38,2,CALL
EVT-TRIP-bf5-0,TRIP-bf5ba9-2,2025-09-11 16:37:28,HARD_BRAKE,1.04,1,TEXT
EVT-TRIP-bf5-1,TRIP-bf5ba9-2,2025-09-11 16:37:38,SPEEDING,1.1,2,NONE
EVT-TRIP-3c6-0,TRIP-3c6f23-0,2025-09-11 16:37:28,SPEEDING,0.72,4,CALL
EVT-TRIP-3c6-1,TRIP-3c6f23-0,2025-09-11 16:37:38,DISTRACTION,1.05,2,TEXT
EVT-TRIP-3c6-2,TRIP-3c6f23-0,2025-09-11 16:37:48,SPEEDING,1.34,2,NONE
EVT-TRIP-3c6-3,TRIP-3c6f23-0,2025-09-11 16:37:58,SPEEDING,1.48,3,NONE
EVT-TRIP-3c6-0,TRIP-3c6f23-1,2025-09-11 16:37:28,HARD_BRAKE,0.82,5,CALL
EVT-TRIP-3c6-1,TRIP-3c6f23-1,2025-09-11 16:37:38,HARD_BRAKE,1.38,1,NONE
EVT-TRIP-3c6-2,TRIP-3c6f23-1,2025-09-11 16:37:48,HARD_BRAKE,0.97,3,TEXT
EVT-TRIP-3c6-0,TRIP-3c6f23-2,2025-09-11 16:37:28,DISTRACTION,1.41,4,CALL
EVT-TRIP-3c6-1,TRIP-3c6f23-2,2025-09-11 16:37:38,HARD_BRAKE,1.19,2,NONE
EVT-TRIP-3c6-2,TRIP-3c6f23-2,2025-09-11 16:37:48,DISTRACTION,1.48,4,CALL
EVT-TRIP-3c6-3,TRIP-3c6f23-2,2025-09-11 16:37:58,HARD_BRAKE,1.27,4,TEXT
EVT-TRIP-f64-0,TRIP-f64a6e-0,2025-09-11 16:37:28,SPEEDING,1.3,2,TEXT
EVT-TRIP-f64-1,TRIP-f64a6e-0,2025-09-11 16:37:38,DISTRACTION,1.06,5,CALL
EVT-TRIP-f64-2,TRIP-f64a6e-0,2025-09-11 16:37:48,SPEEDING,0.87,4,TEXT
EVT-TRIP-f64-3,TRIP-f64a6e-0,2025-09-11 16:37:58,HARD_BRAKE,1.04,2,CALL
EVT-TRIP-f64-4,TRIP-f64a6e-0,2025-09-11 16:38:08,DISTRACTION,0.66,4,APP
EVT-TRIP-f64-0,TRIP-f64a6e-1,2025-09-11 16:37:28,HARD_BRAKE,1.34,3,TEXT
EVT-TRIP-f64-1,TRIP-f64a6e-1,2025-09-11 16:37:38,HARD_BRAKE,0.85,4,APP
EVT-TRIP-f64-2,TRIP-f64a6e-1,2025-09-11 16:37:48,HARD_BRAKE,1.2,5,NONE
EVT-TRIP-f64-3,TRIP-f64a6e-1,2025-09-11 16:37:58,SPEEDING,0.98,4,APP
EVT-TRIP-f64-0,TRIP-f64a6e-2,2025-09-11 16:37:28,SPEEDING,1.02,4,NONE
EVT-TRIP-f64-1,TRIP-f64a6e-2,2025-09-11 16:37:38,DISTRACTION,0.71,1,CALL
EVT-TRIP-b91-0,TRIP-b91e69-0,2025-09-11 16:37:28,HARD_BRAKE,0.73,4,TEXT
EVT-TRIP-b91-1,TRIP-b91e69-0,2025-09-11 16:37:38,DISTRACTION,1.36,2,CALL
EVT-TRIP-b91-2,TRIP-b91e69-0,2025-09-11 16:37:48,SPEEDING,1.36,3,NONE
EVT-TRIP-b91-3,TRIP-b91e69-0,2025-09-11 16:37:58,SPEEDING,0.59,2,NONE
EVT-TRIP-b91-0,TRIP-b91e69-1,2025-09-11 16:37:28,DISTRACTION,0.88,2,CALL
EVT-TRIP-b91-1,TRIP-b91e69-1,2025-09-11 16:37:38,DISTRACTION,1.4,1,APP
EVT-TRIP-b91-2,TRIP-b91e69-1,2025-09-11 16:37:48,HARD_BRAKE,0.57,2,NONE
EVT-TRIP-b91-3,TRIP-b91e69-1,2025-09-11 16:37:58,SPEEDING,1.23,1,TEXT
EVT-TRIP-b91-0,TRIP-b91e69-2,2025-09-11 16:37:28,DISTRACTION,0.81,3,TEXT
EVT-TRIP-b91-1,TRIP-b91e69-2,2025-09-11 16:37:38,DISTRACTION,0.73,4,APP
EVT-TRIP-b91-2,TRIP-b91e69-2,2025-09-11 16:37:48,HARD_BRAKE,0.93,2,TEXT
EVT-TRIP-b91-3,TRIP-b91e69-2,2025-09-11 16:37:58,SPEEDING,1.41,4,CALL
EVT-TRIP-b91-4,TRIP-b91e69-2,2025-09-11 16:38:08,HARD_BRAKE,1.47,3,APP
EVT-TRIP-6f1-0,TRIP-6f10f1-0,2025-09-11 16:37:28,DISTRACTION,1.24,4,CALL
EVT-TRIP-6f1-1,TRIP-6f10f1-0,2025-09-11 16:37:38,HARD_BRAKE,1.23,3,APP
EVT-TRIP-6f1-0,TRIP-6f10f1-1,2025-09-11 16:37:28,SPEEDING,1.12,1,APP
EVT-TRIP-6f1-1,TRIP-6f10f1-1,2025-09-11 16:37:38,SPEEDING,1.15,3,CALL
EVT-TRIP-6f1-2,TRIP-6f10f1-1,2025-09-11 16:37:48,DISTRACTION,0.91,4,NONE
EVT-TRIP-6f1-3,TRIP-6f10f1-1,2025-09-11 16:37:58,HARD_BRAKE,1.46,1,NONE
EVT-TRIP-6f1-0,TRIP-6f10f1-2,2025-09-11 16:37:28,DISTRACTION,0.55,2,TEXT
EVT-TRIP-6f1-1,TRIP-6f10f1-2,2025-09-11 16:37:38,SPEEDING,0.63,2,APP
EVT-TRIP-959-0,TRIP-9599fa-0,2025-09-11 16:37:28,HARD_BRAKE,1.01,4,APP
EVT-TRIP-959-1,TRIP-9599fa-0,2025-09-11 16:37:38,SPEEDING,0.8,2,CALL
EVT-TRIP-959-2,TRIP-9599fa-0,2025-09-11 16:37:48,SPEEDING,0.95,4,CALL
EVT-TRIP-959-0,TRIP-9599fa-1,2025-09-11 16:37:28,DISTRACTION,0.61,2,NONE
EVT-TRIP-959-1,TRIP-9599fa-1,2025-09-11 16:37:38,SPEEDING,0.53,3,TEXT
EVT-TRIP-959-2,TRIP-9599fa-1,2025-09-11 16:37:48,SPEEDING,1.11,1,NONE
EVT-TRIP-959-0,TRIP-9599fa-2,2025-09-11 16:37:28,SPEEDING,0.58,4,TEXT
EVT-TRIP-959-1,TRIP-9599fa-2,2025-09-11 16:37:38,DISTRACTION,1.49,3,APP
EVT-TRIP-c48-0,TRIP-c48d69-0,2025-09-11 16:37:28,SPEEDING,0.75,2,CALL
EVT-TRIP-c48-1,TRIP-c48d69-0,2025-09-11 16:37:38,DISTRACTION,0.53,2,CALL
EVT-TRIP-c48-2,TRIP-c48d69-0,2025-09-11 16:37:48,HARD_BRAKE,1.07,1,CALL
EVT-TRIP-c48-3,TRIP-c48d69-0,2025-09-11 16:37:58,SPEEDING,0.52,3,TEXT
EVT-TRIP-c48-0,TRIP-c48d69-1,2025-09-11 16:37:28,HARD_BRAKE,0.73,3,NONE
EVT-TRIP-c48-1,TRIP-c48d69-1,2025-09-11 16:37:38,DISTRACTION,1.33,4,TEXT
EVT-TRIP-c48-2,TRIP-c48d69-1,2025-09-11 16:37:48,SPEEDING,1.2,2,NONE
EVT-TRIP-c48-0,TRIP-c48d69-2,2025-09-11 16:37:28,DISTRACTION,1.33,2,TEXT
EVT-TRIP-c48-1,TRIP-c48d69-2,2025-09-11 16:37:38,HARD_BRAKE,1.45,1,CALL
EVT-TRIP-c48-2,TRIP-c48d69-2,2025-09-11 16:37:48,SPEEDING,1.15,4,NONE
EVT-TRIP-c48-3,TRIP-c48d69-2,2025-09-11 16:37:58,DISTRACTION,1.38,4,TEXT
EVT-TRIP-839-0,TRIP-8393dd-0,2025-09-11 16:37:28,DISTRACTION,1.06,5,TEXT
EVT-TRIP-839-1,TRIP-8393dd-0,2025-09-11 16:37:38,HARD_BRAKE,1.41,4,APP
EVT-TRIP-839-0,TRIP-8393dd-1,2025-09-11 16:37:28,HARD_BRAKE,1.47,3,NONE
EVT-TRIP-839-1,TRIP-8393dd-1,2025-09-11 16:37:38,SPEEDING,0.95,1,CALL
EVT-TRIP-839-2,TRIP-8393dd-1,2025-09-11 16:37:48,HARD_BRAKE,0.65,3,TEXT
EVT-TRIP-839-0,TRIP-8393dd-2,2025-09-11 16:37:28,HARD_BRAKE,1.07,4,CALL
EVT-TRIP-839-1,TRIP-8393dd-2,2025-09-11 16:37:38,DISTRACTION,1.45,3,TEXT
EVT-TRIP-604-0,TRIP-604621-0,2025-09-11 16:37:28,DISTRACTION,1.12,2,APP
EVT-TRIP-604-1,TRIP-604621-0,2025-09-11 16:37:38,DISTRACTION,1.17,4,CALL
EVT-TRIP-604-2,TRIP-604621-0,2025-09-11 16:37:48,DISTRACTION,1.14,3,APP
EVT-TRIP-604-3,TRIP-604621-0,2025-09-11 16:37:58,SPEEDING,0.55,4,NONE
EVT-TRIP-604-4,TRIP-604621-0,2025-09-11 16:38:08,DISTRACTION,0.72,1,NONE
EVT-TRIP-604-0,TRIP-604621-1,2025-09-11 16:37:28,SPEEDING,0.54,3,CALL
EVT-TRIP-604-1,TRIP-604621-1,2025-09-11 16:37:38,DISTRACTION,1.32,3,APP
EVT-TRIP-604-0,TRIP-604621-2,2025-09-11 16:37:28,HARD_BRAKE,1.07,1,NONE
EVT-TRIP-604-1,TRIP-604621-2,2025-09-11 16:37:38,SPEEDING,1.38,2,NONE
EVT-TRIP-02f-0,TRIP-02fd7a-0,2025-09-11 16:37:28,HARD_BRAKE,0.99,4,NONE
EVT-TRIP-02f-1,TRIP-02fd7a-0,2025-09-11 16:37:38,DISTRACTION,0.97,1,TEXT
EVT-TRIP-02f-2,TRIP-02fd7a-0,2025-09-11 16:37:48,SPEEDING,1.21,5,TEXT
EVT-TRIP-02f-3,TRIP-02fd7a-0,2025-09-11 16:37:58,HARD_BRAKE,0.96,1,CALL
EVT-TRIP-02f-0,TRIP-02fd7a-1,2025-09-11 16:37:28,HARD_BRAKE,0.77,2,APP
EVT-TRIP-02f-1,TRIP-02fd7a-1,2025-09-11 16:37:38,HARD_BRAKE,0.77,3,TEXT
EVT-TRIP-02f-2,TRIP-02fd7a-1,2025-09-11 16:37:48,HARD_BRAKE,1.32,4,TEXT
EVT-TRIP-02f-3,TRIP-02fd7a-1,2025-09-11 16:37:58,DISTRACTION,0.9,1,CALL
EVT-TRIP-02f-4,TRIP-02fd7a-1,2025-09-11 16:38:08,HARD_BRAKE,1.19,2,TEXT
EVT-TRIP-02f-0,TRIP-02fd7a-2,2025-09-11 16:37:28,SPEEDING,1.27,5,NONE
EVT-TRIP-02f-1,TRIP-02fd7a-2,2025-09-11 16:37:38,HARD_BRAKE,1.15,1,CALL
EVT-TRIP-02f-2,TRIP-02fd7a-2,2025-09-11 16:37:48,DISTRACTION,0.52,4,APP
EVT-TRIP-02f-3,TRIP-02fd7a-2,2025-09-11 16:37:58,DISTRACTION,0.77,4,NONE
EVT-TRIP-c15-0,TRIP-c1597d-0,2025-09-11 16:37:28,DISTRACTION,0.94,2,APP
EVT-TRIP-c15-1,TRIP-c1597d-0,2025-09-11 16:37:38,DISTRACTION,1.14,5,TEXT
EVT-TRIP-c15-0,TRIP-c1597d-1,2025-09-11 16:37:28,SPEEDING,1.12,5,TEXT
EVT-TRIP-c15-1,TRIP-c1597d-1,2025-09-11 16:37:38,HARD_BRAKE,0.68,1,CALL
EVT-TRIP-c15-2,TRIP-c1597d-1,2025-09-11 16:37:48,HARD_BRAKE,1.15,5,NONE
EVT-TRIP-c15-3,TRIP-c1597d-1,2025-09-11 16:37:58,SPEEDING,0.97,2,CALL
EVT-TRIP-c15-0,TRIP-c1597d-2,2025-09-11 16:37:28,DISTRACTION,0.51,2,CALL
EVT-TRIP-c15-1,TRIP-c1597d-2,2025-09-11 16:37:38,SPEEDING,1.05,5,NONE
EVT-TRIP-d6a-0,TRIP-d6a0a5-0,2025-09-11 16:37:28,DISTRACTION,1.39,4,NONE
EVT-TRIP-d6a-1,TRIP-d6a0a5-0,2025-09-11 16:37:38,DISTRACTION,0.5,4,CALL
EVT-TRIP-d6a-2,TRIP-d6a0a5-0,2025-09-11 16:37:48,DISTRACTION,0.55,1,TEXT
EVT-TRIP-d6a-0,TRIP-d6a0a5-1,2025-09-11 16:37:28,HARD_BRAKE,0.71,4,TEXT
EVT-TRIP-d6a-1,TRIP-d6a0a5-1,2025-09-11 16:37:38,HARD_BRAKE,0.65,1,NONE
EVT-TRIP-d6a-2,TRIP-d6a0a5-1,2025-09-11 16:37:48,SPEEDING,0.61,3,NONE
EVT-TRIP-d6a-3,TRIP-d6a0a5-1,2025-09-11 16:37:58,DISTRACTION,1.24,5,TEXT
EVT-TRIP-d6a-4,TRIP-d6a0a5-1,2025-09-11 16:38:08,SPEEDING,1.38,1,CALL
EVT-TRIP-d6a-0,TRIP-d6a0a5-2,2025-09-11 16:37:28,HARD_BRAKE,0.73,5,APP
EVT-TRIP-d6a-1,TRIP-d6a0a5-2,2025-09-11 16:37:38,DISTRACTION,1.01,4,APP
EVT-TRIP-d6a-2,TRIP-d6a0a5-2,2025-09-11 16:37:48,DISTRACTION,1.03,1,APP
EVT-TRIP-025-0,TRIP-025a84-0,2025-09-11 16:37:28,DISTRACTION,0.55,1,TEXT
EVT-TRIP-025-1,TRIP-025a84-0,2025-09-11 16:37:38,SPEEDING,1.24,1,CALL
EVT-TRIP-025-2,TRIP-025a84-0,2025-09-11 16:37:48,HARD_BRAKE,1.48,3,APP
EVT-TRIP-025-0,TRIP-025a84-1,2025-09-11 16:37:28,HARD_BRAKE,0.78,5,NONE
EVT-TRIP-025-1,TRIP-025a84-1,2025-09-11 16:37:38,SPEEDING,0.6,4,APP
EVT-TRIP-025-0,TRIP-025a84-2,2025-09-11 16:37:28,DISTRACTION,0.61,4,CALL
EVT-TRIP-025-1,TRIP-025a84-2,2025-09-11 16:37:38,DISTRACTION,1.11,5,TEXT
EVT-TRIP-025-2,TRIP-025a84-2,2025-09-11 16:37:48,SPEEDING,0.81,1,CALL
EVT-TRIP-b79-0,TRIP-b79ad7-0,2025-09-11 16:37:28,DISTRACTION,1.09,3,APP
EVT-TRIP-b79-1,TRIP-b79ad7-0,2025-09-11 16:37:38,HARD_BRAKE,0.89,1,TEXT
EVT-TRIP-b79-2,TRIP-b79ad7-0,2025-09-11 16:37:48,HARD_BRAKE,1.46,5,APP
EVT-TRIP-b79-3,TRIP-b79ad7-0,2025-09-11 16:37:58,HARD_BRAKE,1.13,5,NONE
EVT-TRIP-b79-0,TRIP-b79ad7-1,2025-09-11 16:37:28,SPEEDING,0.88,1,CALL
EVT-TRIP-b79-1,TRIP-b79ad7-1,2025-09-11 16:37:38,SPEEDING,1.03,5,NONE
EVT-TRIP-b79-2,TRIP-b79ad7-1,2025-09-11 16:37:48,SPEEDING,1.15,5,CALL
EVT-TRIP-b79-3,TRIP-b79ad7-1,2025-09-11 16:37:58,DISTRACTION,0.67,1,TEXT
EVT-TRIP-b79-0,TRIP-b79ad7-2,2025-09-11 16:37:28,DISTRACTION,0.91,4,APP
EVT-TRIP-b79-1,TRIP-b79ad7-2,2025-09-11 16:37:38,DISTRACTION,1.36,1,TEXT
EVT-TRIP-b79-2,TRIP-b79ad7-2,2025-09-11 16:37:48,DISTRACTION,1.17,4,CALL
EVT-TRIP-f6f-0,TRIP-f6f3b7-0,2025-09-11 16:37:28,HARD_BRAKE,0.63,5,TEXT
EVT-TRIP-f6f-1,TRIP-f6f3b7-0,2025-09-11 16:37:38,SPEEDING,1.04,5,TEXT
EVT-TRIP-f6f-2,TRIP-f6f3b7-0,2025-09-11 16:37:48,DISTRACTION,1.01,5,CALL
EVT-TRIP-f6f-0,TRIP-f6f3b7-1,2025-09-11 16:37:28,SPEEDING,1.29,5,TEXT
EVT-TRIP-f6f-1,TRIP-f6f3b7-1,2025-09-11 16:37:38,DISTRACTION,1.18,4,TEXT
EVT-TRIP-f6f-0,TRIP-f6f3b7-2,2025-09-11 16:37:28,SPEEDING,1.49,2,CALL
EVT-TRIP-f6f-1,TRIP-f6f3b7-2,2025-09-11 16:37:38,SPEEDING,0.96,5,NONE
EVT-TRIP-f6f-2,TRIP-f6f3b7-2,2025-09-11 16:37:48,SPEEDING,0.67,4,APP
EVT-TRIP-f6f-3,TRIP-f6f3b7-2,2025-09-11 16:37:58,DISTRACTION,0.57,3,NONE
EVT-TRIP-f6f-4,TRIP-f6f3b7-2,2025-09-11 16:38:08,HARD_BRAKE,1.34,3,TEXT
EVT-TRIP-ff2-0,TRIP-ff2932-0,2025-09-11 16:37:28,DISTRACTION,1.36,4,CALL
EVT-TRIP-ff2-1,TRIP-ff2932-0,2025-09-11 16:37:38,SPEEDING,0.89,1,NONE
EVT-TRIP-ff2-0,TRIP-ff2932-1,2025-09-11 16:37:28,HARD_BRAKE,0.77,2,APP
EVT-TRIP-ff2-1,TRIP-ff2932-1,2025-09-11 16:37:38,SPEEDING,1.43,1,NONE
EVT-TRIP-ff2-0,TRIP-ff2932-2,2025-09-11 16:37:28,DISTRACTION,0.86,1,TEXT
EVT-TRIP-ff2-1,TRIP-ff2932-2,2025-09-11 16:37:38,DISTRACTION,1.22,1,APP
EVT-TRIP-458-0,TRIP-45803a-0,2025-09-11 16:37:28,DISTRACTION,1.18,1,APP
EVT-TRIP-458-1,TRIP-45803a-0,2025-09-11 16:37:38,HARD_BRAKE,1.28,3,APP
EVT-TRIP-458-2,TRIP-45803a-0,2025-09-11 16:37:48,DISTRACTION,1.02,5,APP
EVT-TRIP-458-3,TRIP-45803a-0,2025-09-11 16:37:58,HARD_BRAKE,0.71,3,NONE
EVT-TRIP-458-0,TRIP-45803a-1,2025-09-11 16:37:28,SPEEDING,0.63,5,APP
EVT-TRIP-458-1,TRIP-45803a-1,2025-09-11 16:37:38,HARD_BRAKE,0.54,5,CALL
EVT-TRIP-458-0,TRIP-45803a-2,2025-09-11 16:37:28,SPEEDING,0.56,4,NONE
EVT-TRIP-458-1,TRIP-45803a-2,2025-09-11 16:37:38,SPEEDING,1.5,3,NONE
EVT-TRIP-458-2,TRIP-45803a-2,2025-09-11 16:37:48,SPEEDING,1.05,1,CALL
EVT-TRIP-458-3,TRIP-45803a-2,2025-09-11 16:37:58,DISTRACTION,1.35,4,NONE
EVT-TRIP-458-4,TRIP-45803a-2,2025-09-11 16:38:08,SPEEDING,1.17,4,CALL
EVT-TRIP-232-0,TRIP-232981-0,2025-09-11 16:37:28,SPEEDING,1.07,4,APP
EVT-TRIP-232-1,TRIP-232981-0,2025-09-11 16:37:38,DISTRACTION,0.52,4,CALL
EVT-TRIP-232-2,TRIP-232981-0,2025-09-11 16:37:48,SPEEDING,1.49,4,NONE
EVT-TRIP-232-3,TRIP-232981-0,2025-09-11 16:37:58,DISTRACTION,1.28,1,APP
EVT-TRIP-232-0,TRIP-232981-1,2025-09-11 16:37:28,HARD_BRAKE,0.94,1,CALL
EVT-TRIP-232-1,TRIP-232981-1,2025-09-11 16:37:38,DISTRACTION,1.32,2,CALL
EVT-TRIP-232-2,TRIP-232981-1,2025-09-11 16:37:48,DISTRACTION,0.58,3,NONE
EVT-TRIP-232-3,TRIP-232981-1,2025-09-11 16:37:58,SPEEDING,1.46,1,NONE
EVT-TRIP-232-4,TRIP-232981-1,2025-09-11 16:38:08,HARD_BRAKE,0.93,3,NONE
EVT-TRIP-232-0,TRIP-232981-2,2025-09-11 16:37:28,SPEEDING,1.31,5,NONE
EVT-TRIP-232-1,TRIP-232981-2,2025-09-11 16:37:38,DISTRACTION,0.58,1,APP
EVT-TRIP-232-2,TRIP-232981-2,2025-09-11 16:37:48,SPEEDING,1.05,3,NONE
EVT-TRIP-232-3,TRIP-232981-2,2025-09-11 16:37:58,DISTRACTION,1.42,5,APP
EVT-TRIP-232-4,TRIP-232981-2,2025-09-11 16:38:08,SPEEDING,1.19,5,NONE
EVT-TRIP-f93-0,TRIP-f93977-0,2025-09-11 16:37:28,HARD_BRAKE,1.38,5,TEXT
EVT-TRIP-f93-1,TRIP-f93977-0,2025-09-11 16:37:38,SPEEDING,1.04,3,NONE
EVT-TRIP-f93-0,TRIP-f93977-1,2025-09-11 16:37:28,SPEEDING,1.45,4,TEXT
EVT-TRIP-f93-1,TRIP-f93977-1,2025-09-11 16:37:38,SPEEDING,0.74,3,NONE
EVT-TRIP-f93-2,TRIP-f93977-1,2025-09-11 16:37:48,DISTRACTION,1.34,1,TEXT
EVT-TRIP-f93-3,TRIP-f93977-1,2025-09-11 16:37:58,HARD_BRAKE,0.93,3,TEXT
EVT-TRIP-f93-0,TRIP-f93977-2,2025-09-11 16:37:28,HARD_BRAKE,1.23,4,APP
EVT-TRIP-f93-1,TRIP-f93977-2,2025-09-11 16:37:38,DISTRACTION,0.56,1,CALL
EVT-TRIP-f93-2,TRIP-f93977-2,2025-09-11 16:37:48,SPEEDING,1.26,1,TEXT
EVT-TRIP-ce3-0,TRIP-ce3a27-0,2025-09-11 16:37:28,HARD_BRAKE,1.45,5,CALL
EVT-TRIP-ce3-1,TRIP-ce3a27-0,2025-09-11 16:37:38,HARD_BRAKE,0.64,3,CALL
EVT-TRIP-ce3-0,TRIP-ce3a27-1,2025-09-11 16:37:28,SPEEDING,0.5,5,CALL
EVT-TRIP-ce3-1,TRIP-ce3a27-1,2025-09-11 16:37:38,SPEEDING,1.4,2,APP
EVT-TRIP-ce3-2,TRIP-ce3a27-1,2025-09-11 16:37:48,HARD_BRAKE,1.07,4,TEXT
EVT-TRIP-ce3-3,TRIP-ce3a27-1,2025-09-11 16:37:58,HARD_BRAKE,0.81,4,CALL
EVT-TRIP-ce3-0,TRIP-ce3a27-2,2025-09-11 16:37:28,SPEEDING,1.46,5,TEXT
EVT-TRIP-ce3-1,TRIP-ce3a27-2,2025-09-11 16:37:38,SPEEDING,0.67,4,APP
EVT-TRIP-ce3-2,TRIP-ce3a27-2,2025-09-11 16:37:48,SPEEDING,0.79,3,APP
EVT-TRIP-ce3-3,TRIP-ce3a27-2,2025-09-11 16:37:58,HARD_BRAKE,1.1,2,NONE
EVT-TRIP-ce3-4,TRIP-ce3a27-2,2025-09-11 16:38:08,DISTRACTION,1.28,2,APP
EVT-TRIP-8d4-0,TRIP-8d4a01-0,2025-09-11 16:37:28,SPEEDING,1.04,4,NONE
EVT-TRIP-8d4-1,TRIP-8d4a01-0,2025-09-11 16:37:38,HARD_BRAKE,0.53,2,NONE
EVT-TRIP-8d4-2,TRIP-8d4a01-0,2025-09-11 16:37:48,HARD_BRAKE,1.36,2,NONE
EVT-TRIP-8d4-3,TRIP-8d4a01-0,2025-09-11 16:37:58,DISTRACTION,0.61,1,NONE
EVT-TRIP-8d4-4,TRIP-8d4a01-0,2025-09-11 16:38:08,SPEEDING,0.91,3,CALL
EVT-TRIP-8d4-0,TRIP-8d4a01-1,2025-09-11 16:37:28,SPEEDING,1.45,1,CALL
EVT-TRIP-8d4-1,TRIP-8d4a01-1,2025-09-11 16:37:38,HARD_BRAKE,0.71,5,TEXT
EVT-TRIP-8d4-2,TRIP-8d4a01-1,2025-09-11 16:37:48,HARD_BRAKE,1.09,2,CALL
EVT-TRIP-8d4-3,TRIP-8d4a01-1,2025-09-11 16:37:58,HARD_BRAKE,1.47,3,NONE
EVT-TRIP-8d4-4,TRIP-8d4a01-1,2025-09-11 16:38:08,DISTRACTION,0.6,1,APP
EVT-TRIP-8d4-0,TRIP-8d4a01-2,2025-09-11 16:37:28,DISTRACTION,0.81,1,CALL
EVT-TRIP-8d4-1,TRIP-8d4a01-2,2025-09-11 16:37:38,SPEEDING,0.87,3,TEXT
EVT-TRIP-cb5-0,TRIP-cb52d7-0,2025-09-11 16:37:28,SPEEDING,1.06,2,TEXT
EVT-TRIP-cb5-1,TRIP-cb52d7-0,2025-09-11 16:37:38,DISTRACTION,0.56,2,TEXT
