record_id,trip_id,timestamp,traffic_density,road_condition,accident_rate_area,crime_index_area
5b1f42cb-0566-4fbf-b0cc-9b088369892a,TRIP-c99bef-2,2025-09-10 17:49:34,High,Good,0.194,71
0afc00a5-b0bc-409f-8fbc-d2cc381f78c4,TRIP-2d4d57-0,2025-08-28 16:55:34,High,Construction,0.098,37
cf3f44f4-d657-4fee-bddc-4dec87cb81f7,TRIP-2d4d57-1,2025-08-28 18:17:34,Medium,Good,0.069,88
5797ad84-aac9-454f-a392-10afec3a4743,TRIP-2d4d57-2,2025-08-25 17:36:34,Low,Potholes,0.215,53
1484edfc-52b0-4b1e-90e8-230f678be2d1,TRIP-bb5a3e-0,2025-09-10 18:14:34,High,Potholes,0.199,29
a0475e2e-61fe-48c4-9fdb-d5c6eafeb463,TRIP-bb5a3e-1,2025-08-26 17:56:34,High,Construction,0.186,59
d5678f9b-c810-4ba5-a0d5-b6442a843b7d,TRIP-bb5a3e-2,2025-08-18 17:40:34,High,Potholes,0.136,29
96d404f4-3a46-4e82-a5e9-7dcf1a889a00,TRIP-7a0fab-0,2025-08-16 18:32:34,High,Construction,0.175,68
17923d68-244a-4bc4-86af-90897eab711f,TRIP-7a0fab-1,2025-08-24 17:47:34,Low,Construction,0.229,51
2cf12746-d7ce-41a2-8a17-3d2a5f191e28,TRIP-7a0fab-2,2025-08-27 17:49:34,Medium,Construction,0.106,20
0a7becba-2915-490e-9cec-a1897590f5f7,TRIP-5fb831-0,2025-08-22 17:34:34,Medium,Construction,0.071,76
4bd8ac1e-6964-4ed6-a378-f90bae9f4eaa,TRIP-5fb831-1,2025-09-10 17:53:34,Low,Construction,0.06,66
721afe03-f079-42dd-907b-3e114101cebc,TRIP-5fb831-2,2025-08-20 17:49:34,Low,Good,0.181,63
2b2f9d41-8437-4ad2-b159-1ed8b564db62,TRIP-31a4e6-0,2025-08-12 18:41:34,Low,Potholes,0.086,32
730cf258-cbc2-47dc-994f-9addd176d49b,TRIP-31a4e6-1,2025-09-08 17:29:34,High,Good,0.099,51
f89b7c2b-2a9b-4e4f-a2c4-3845c523e6a7,TRIP-31a4e6-2,2025-09-07 18:29:34,Medium,Good,0.198,41
2e9af47f-7850-48af-b408-f2841ba3b4db,TRIP-f5d9c3-0,2025-08-21 18:14:34,Low,Potholes,0.074,89
b856b92e-3c20-4ce9-891b-ff62ab7df395,TRIP-f5d9c3-1,2025-09-07 18:25:34,High,Good,0.124,38
ed86e544-d61c-4594-9bba-01b28d5188fa,TRIP-f5d9c3-2,2025-09-08 17:28:34,Low,Construction,0.23,73
1bdca0a9-793d-45f3-89e1-b5a24dd0dce9,TRIP-bf5ba9-0,2025-08-27 17:15:34,High,Potholes,0.132,24
e82e5238-5d65-4f03-a6cc-96fa3f45f5c0,TRIP-bf5ba9-1,2025-08-21 18:00:34,Low,Potholes,0.125,47
c361e0cc-c11d-4548-b8c3-f4413d6c1f93,TRIP-bf5ba9-2,2025-08-18 18:12:34,High,Good,0.088,44
6e3eece9-8a68-4062-8f90-eb4fa3a75b2b,TRIP-3c6f23-0,2025-08-14 18:22:34,High,Construction,0.214,51
f8f76695-dd9f-44a8-92a6-ac04e9ad5725,TRIP-3c6f23-1,2025-08-21 16:48:34,Medium,Construction,0.196,71
063ebea6-016d-480e-a6b6-24c301c0bd85,TRIP-3c6f23-2,2025-08-24 16:59:34,High,Good,0.249,64
afed6c13-e312-402f-a697-843a815a44be,TRIP-f64a6e-0,2025-08-14 16:46:34,Low,Potholes,0.171,52
7bdce802-2822-4c14-88f9-dce77f61d12f,TRIP-f64a6e-1,2025-08-23 18:13:34,Medium,Good,0.192,88
cd82cc2e-dd59-40a5-a2a9-6fd8bc1710b0,TRIP-f64a6e-2,2025-09-05 17:24:34,High,Potholes,0.23,53
926fd371-461d-43a7-ba25-8306076c554a,TRIP-b91e69-0,2025-08-30 17:45:34,Medium,Good,0.124,73
729b7c5b-e2f8-4bd1-b81e-ab3cff8001d0,TRIP-b91e69-1,2025-09-06 18:01:34,Medium,Good,0.105,60
6c2c568d-2d37-4af4-ae87-8fe84d257edf,TRIP-b91e69-2,2025-08-31 18:34:34,Medium,Potholes,0.067,83
0c8f6fb9-510b-4ba2-bb57-7ebc1d333ede,TRIP-6f10f1-0,2025-08-28 17:08:34,Medium,Potholes,0.193,78
0cee5605-e8d3-496c-9580-6d8893c86e7b,TRIP-6f10f1-1,2025-08-16 17:09:34,Medium,Good,0.054,68
dc851b54-39b0-41ed-b3e6-92aff47b289b,TRIP-6f10f1-2,2025-09-04 18:19:34,High,Potholes,0.131,89
b04a3e51-9f6a-4c38-a3db-7c1135ddb8d5,TRIP-9599fa-0,2025-08-30 18:30:34,Low,Construction,0.099,20
0b0aefe3-b811-42c0-b39b-c63f3815c7b9,TRIP-9599fa-1,2025-08-23 18:23:34,High,Construction,0.206,79
78f65070-f85b-49b7-90f3-e2d9d3a93033,TRIP-9599fa-2,2025-09-07 17:58:34,Low,Good,0.146,87
ef694562-cdb0-459a-b919-7997952ca845,TRIP-c48d69-0,2025-08-31 17:23:34,Medium,Good,0.094,72
9386b5be-2d3a-442c-a2dd-906f47a9b42d,TRIP-c48d69-1,2025-08-17 16:52:34,High,Potholes,0.111,71
dc0fa82e-13b7-44ff-98d7-c7db2ebaa3b3,TRIP-c48d69-2,2025-08-12 17:16:34,Low,Construction,0.057,65
32d05acf-da89-4025-be51-b66bfdc8b2f1,TRIP-8393dd-0,2025-09-07 18:23:34,Low,Potholes,0.144,33
4e5497b9-ef44-4c5d-bd25-bfc35eb51e01,TRIP-8393dd-1,2025-09-11 17:58:34,Medium,Good,0.218,30
0a8b973e-5cf7-414d-b277-399bca226a08,TRIP-8393dd-2,2025-08-25 17:07:34,Medium,Good,0.1,35
b9bd9051-f314-408c-908e-4f6fa60a7282,TRIP-604621-0,2025-08-24 17:00:34,Low,Potholes,0.071,39
f26b14fd-a4f0-482b-99be-9919fc03ab44,TRIP-604621-1,2025-08-18 16:42:34,Medium,Potholes,0.218,35
5bd68631-822d-41b5-b34a-1942f668a4d7,TRIP-604621-2,2025-08-18 18:23:34,High,Potholes,0.065,55
5b8e3ea3-bdcb-4ded-b5bf-055f4b596816,TRIP-02fd7a-0,2025-08-15 17:46:34,High,Construction,0.179,44
fcee469a-a530-428f-8f72-6c7054cdc01c,TRIP-02fd7a-1,2025-08-27 18:30:34,Low,Potholes,0.166,24
1266bde4-a17a-4a8c-b57c-e21f78633656,TRIP-02fd7a-2,2025-09-07 18:37:34,High,Potholes,0.115,61
bacb894b-a2f0-4b35-8bdb-e8b1be078264,TRIP-c1597d-0,2025-08-13 17:59:34,High,Construction,0.237,53
e6bb1764-cab0-475c-8121-c2c73c7c748d,TRIP-c1597d-1,2025-08-29 18:30:34,Medium,Good,0.092,69
89c74572-54d7-48ec-a089-4d838c096e10,TRIP-c1597d-2,2025-08-19 17:25:34,Low,Good,0.146,61
9e2be1f4-1ff7-4e29-93a1-2356400c916f,TRIP-d6a0a5-0,2025-09-04 17:36:34,Low,Potholes,0.117,50
0e58ae4c-6d7b-47aa-bfd7-a661892f18e1,TRIP-d6a0a5-1,2025-08-19 17:00:34,High,Potholes,0.174,47
1282b26b-7b41-43f3-b288-145e7ba89cd7,TRIP-d6a0a5-2,2025-09-04 17:23:34,Medium,Good,0.209,87
c07a61eb-2886-4a86-94c9-b6d0871a7ec4,TRIP-025a84-0,2025-08-24 18:35:34,Medium,Potholes,0.165,60
ef33fb02-1362-4087-80b3-ef0696e78155,TRIP-025a84-1,2025-08-18 18:05:34,High,Potholes,0.166,48
bbd6c02b-3557-4a36-9cd2-990ac6b3923f,TRIP-025a84-2,2025-09-01 17:14:34,High,Potholes,0.08,79
7b4507db-aab4-438b-9790-3249ff643666,TRIP-b79ad7-0,2025-08-24 16:45:34,High,Good,0.164,42
638267e9-4872-413e-87d9-801f291c1ae6,TRIP-b79ad7-1,2025-09-04 17:53:34,High,Good,0.069,40
201a7a91-19fa-4e31-8192-4a09265fc28b,TRIP-b79ad7-2,2025-08-13 17:27:34,Medium,Construction,0.163,40
d67a37a2-49b7-4041-b828-5705f5ad326b,TRIP-f6f3b7-0,2025-08-22 18:17:34,Low,Good,0.183,40
bb84c71c-ec60-4539-bfe6-e65ec544035e,TRIP-f6f3b7-1,2025-08-24 18:01:34,Medium,Good,0.055,65
92f25328-56f2-475e-86da-3659cf338fdf,TRIP-f6f3b7-2,2025-08-21 17:13:34,Low,Construction,0.091,31
8d71e618-4e45-4e0c-989a-5d13e353251d,TRIP-ff2932-0,2025-09-10 17:25:34,Medium,Potholes,0.177,43
661c861f-c437-448b-8708-dde4981fd046,TRIP-ff2932-1,2025-09-06 16:51:34,Medium,Good,0.228,66
ae7df286-d160-446d-83f1-81d9946c0dcc,TRIP-ff2932-2,2025-08-27 18:17:34,High,Good,0.055,65
731012d9-6eff-4463-83e1-b7f42d9729c4,TRIP-45803a-0,2025-09-05 17:08:34,High,Construction,0.155,73
732f8981-3443-48cf-9655-3a3a2a600070,TRIP-45803a-1,2025-08-30 17:56:34,Medium,Potholes,0.123,64
d07ed6a6-e820-4885-9a79-4d2aa4de2c6c,TRIP-45803a-2,2025-08-12 17:13:34,Medium,Good,0.058,71
9125930f-98f4-43d0-bf7c-fc98c99dd3c9,TRIP-232981-0,2025-08-16 18:03:34,High,Potholes,0.192,82
716407a3-5dba-4e28-b386-32f10dc9d260,TRIP-232981-1,2025-08-26 18:20:34,Medium,Good,0.085,25
db4e6fd4-4d88-47bd-984d-1a435efbab30,TRIP-232981-2,2025-08-31 17:50:34,High,Good,0.216,86
f4675b17-2051-4de1-8f68-a19321a6e4a2,TRIP-f93977-0,2025-09-02 17:26:34,Low,Construction,0.233,22
a747a465-313e-4832-a365-3bf2957bf0b6,TRIP-f93977-1,2025-09-03 18:05:34,Low,Construction,0.105,25
a9eca9f8-b85c-4f9f-b3fd-03ec3a148a2d,TRIP-f93977-2,2025-09-09 17:19:34,High,Good,0.142,48
39a9e989-9d8f-47fe-bd20-6e10e6531395,TRIP-ce3a27-0,2025-08-18 17:08:34,High,Potholes,0.171,56
dd527024-1c1d-433a-9c17-e56a5ba4b3b3,TRIP-ce3a27-1,2025-08-21 18:25:34,High,Construction,0.064,83
8013d398-0dc1-47e2-baac-1cbdbaa48b7b,TRIP-ce3a27-2,2025-08-19 17:31:34,Low,Good,0.122,63
0eff8d7b-b4b5-4392-b4b4-6e133855fd5d,TRIP-8d4a01-0,2025-08-16 17:37:34,Medium,Good,0.183,31
6105b57e-77e8-4f96-a40b-845686be43d5,TRIP-8d4a01-1,2025-09-01 18:02:34,Low,Good,0.117,67
c26d304a-3f38-4dc3-b602-88e759c13d59,TRIP-8d4a01-2,2025-08-29 17:15:34,Medium,Construction,0.066,30
a09870e9-ebff-48a6-a8bc-65aba8401dfb,TRIP-cb52d7-0,2025-08-17 18:31:34,High,Construction,0.063,37
ac025227-1a05-4194-8f0f-4dc35797bbb9,TRIP-cb52d7-1,2025-08-21 18:00:34,High,Construction,0.209,28
cbe7627f-f17d-4d07-8c37-24e8618a15e4,TRIP-cb52d7-2,2025-08-27 18:12:34,High,Potholes,0.211,85
b80ecf0f-4446-4b75-bc65-7c7a128269e4,TRIP-e39887-0,2025-08-21 18:19:34,High,Construction,0.164,41
c8e5afb3-fcf1-4de0-96b3-20cd80039b2e,TRIP-e39887-1,2025-09-04 17:24:34,Low,Construction,0.058,49
2bcc246d-5bcd-4fdc-bd23-2e031f6111d9,TRIP-e39887-2,2025-08-20 17:35:34,Medium,Construction,0.134,42
e665682f-d2a8-4138-bbc2-44dfb63e4b25,TRIP-366013-0,2025-08-21 18:28:34,Low,Potholes,0.192,85
f08a0cfc-0469-4acc-a39a-14bd1321ab5d,TRIP-366013-1,2025-08-25 16:59:34,High,Good,0.228,61
b29f9ff5-6c79-463a-84b0-dd02176f066b,TRIP-366013-2,2025-08-16 17:40:34,Low,Good,0.164,67
80b7ff20-e65a-4b37-a2f4-46d53ed1b28c,TRIP-cf8f4d-0,2025-08-26 18:30:34,High,Potholes,0.09,42
baf73c71-d555-4f38-85df-7b04a80fb365,TRIP-cf8f4d-1,2025-09-07 16:48:34,Medium,Construction,0.228,45
4e5d9886-3c55-4ea9-b5d1-d05417e2c8fc,TRIP-cf8f4d-2,2025-08-31 18:08:34,High,Good,0.151,60
39a4ee94-1c57-46da-a958-7c7e8b723981,TRIP-6d8ef2-0,2025-08-25 18:06:34,Low,Construction,0.198,55
199c8b2b-1217-4aae-85b8-bf62cf83ea64,TRIP-6d8ef2-1,2025-08-15 18:06:34,Medium,Good,0.126,76
9acaab7a-b921-4665-997c-42166d55c0c5,TRIP-6d8ef2-2,2025-09-07 18:13:34,High,Potholes,0.145,49
51ef6cb3-1107-4aac-b834-c0f5ee8a10d2,TRIP-470759-0,2025-08-12 16:50:34,High,Good,0.155,61
f99cfe06-0643-4699-9d2f-7d77d26c89ef,TRIP-470759-1,2025-08-25 18:25:34,Low,Construction,0.161,26
32c99bea-1870-425c-9b8b-c0b9360ae868,TRIP-470759-2,2025-08-26 17:35:34,High,Good,0.066,48
b6d46fc6-12f2-4aa2-8ab0-43eb8c21f0ce,TRIP-4db8ff-0,2025-08-15 18:01:34,Medium,Potholes,0.058,59
d86a5a3f-1327-4400-ac54-e275a0c19771,TRIP-4db8ff-1,2025-08-22 18:27:34,High,Potholes,0.22,73
f5ac8900-0d41-4ac2-94fa-9f27c3ef93ca,TRIP-4db8ff-2,2025-08-22 17:38:34,Low,Good,0.111,29
bba501d6-4901-4ad0-ac42-22faeb3e54f5,TRIP-dd08a9-0,2025-09-10 17:34:34,Low,Construction,0.197,48
cbfbeada-bd3d-4406-9411-a2928109bc3c,TRIP-dd08a9-1,2025-09-05 17:46:34,Low,Construction,0.068,63
2de910ff-7790-4a57-951f-17d23c2ac225,TRIP-dd08a9-2,2025-08-29 17:05:34,Low,Construction,0.061,62
c4fb17bb-ff53-4143-ab74-41f65fc9c9be,TRIP-9dd626-0,2025-08-13 18:34:34,High,Construction,0.246,80
73a7ec53-36f1-4672-bfc9-920406b2f6cf,TRIP-9dd626-1,2025-08-20 18:06:34,Low,Potholes,0.109,36
f9a93344-8724-4e24-b7c7-34f9643dc81e,TRIP-9dd626-2,2025-08-28 18:29:34,Medium,Construction,0.246,23
fc4ac106-5214-4bb1-bb1f-ab3a215b0531,TRIP-57642a-0,2025-09-01 16:58:34,Low,Good,0.092,29
da1d2b6a-80a9-46cc-9cfb-bc588530fd2a,TRIP-57642a-1,2025-09-01 16:58:34,Medium,Construction,0.239,79
0cb55e3a-2488-4fd0-a107-1bedb3529136,TRIP-57642a-2,2025-08-23 16:44:34,Medium,Potholes,0.14,87
e9f65e92-e80b-4843-93bb-5f3c4486762d,TRIP-7619aa-0,2025-08-23 17:33:34,Medium,Good,0.055,69
a902a43f-0343-46ea-bc4f-50ea99c822af,TRIP-7619aa-1,2025-09-03 16:54:34,High,Good,0.071,38
9c011a69-db5c-4f37-a16c-6b332861df2b,TRIP-7619aa-2,2025-09-11 16:46:34,Low,Good,0.122,47
f59347c9-e4a0-4ec5-86e5-b7e2a1342c74,TRIP-8ee14e-0,2025-08-14 16:45:34,Medium,Construction,0.17,77
34a26680-e769-46b5-999e-d8832ed339b0,TRIP-8ee14e-1,2025-08-21 18:21:34,Low,Construction,0.141,73
659ecfd5-cb1e-4824-bfc4-431e9a7f3931,TRIP-8ee14e-2,2025-08-22 17:02:34,High,Potholes,0.224,70
815b964a-ca5f-4dcc-93d9-60dc01fddddc,TRIP-a1026f-0,2025-09-05 18:24:34,Medium,Good,0.055,90
25efb2ad-311e-4157-8881-629bdd63c0d3,TRIP-a1026f-1,2025-08-12 18:10:34,High,Potholes,0.084,29
0d564dce-ed2a-42c5-98b3-9058e82617f0,TRIP-a1026f-2,2025-09-05 18:13:34,Low,Construction,0.081,42
16684e6e-cfd1-4279-936d-babe8c4d8873,TRIP-967cb0-0,2025-09-06 17:35:34,Medium,Construction,0.237,79
4c4b47c5-65ad-491c-9b0a-635873b63a79,TRIP-967cb0-1,2025-08-22 17:58:34,Low,Potholes,0.082,55
dde188b0-9963-4c82-b699-6be5efad0f38,TRIP-967cb0-2,2025-08-22 17:29:34,High,Potholes,0.052,62
ab9602a9-37d8-4916-8219-36802fa2a627,TRIP-93b6d0-0,2025-08-12 17:20:34,Medium,Good,0.228,85
69cbdaa6-ff82-4642-8a93-7e93ae79b76e,TRIP-93b6d0-1,2025-09-03 17:18:34,High,Good,0.125,71
f9f8a5d5-2fdf-42cc-bc0f-6b3c7d6dddda,TRIP-93b6d0-2,2025-08-27 17:41:34,Low,Potholes,0.085,60
e9e7540a-8c71-43ce-b1f9-f37ee79fde58,TRIP-b341f9-0,2025-09-08 16:49:34,High,Potholes,0.085,88
10645e71-e3a2-479a-9096-de65795516dc,TRIP-b341f9-1,2025-09-08 17:25:34,High,Good,0.189,79
ee219c7e-a05b-4351-9a81-5ffcc666c210,TRIP-b341f9-2,2025-08-29 17:28:34,Low,Construction,0.125,31
49884567-acda-4547-9469-01acef3edb09,TRIP-8ae25e-0,2025-08-22 18:02:34,Low,Construction,0.179,45
2413db39-9335-447c-bfb2-5c001085837f,TRIP-8ae25e-1,2025-08-31 17:28:34,High,Potholes,0.116,62
d8c822cc-48d4-4277-9f83-e3fdf0c0b25e,TRIP-8ae25e-2,2025-08-19 18:38:34,High,Construction,0.131,62
8d6e1428-fd50-4ab8-b5c0-62b8cff4d48b,TRIP-c212e5-0,2025-09-10 16:46:34,Medium,Construction,0.125,81
b9f8cdd3-968b-4d62-ae48-260bfbe90a93,TRIP-c212e5-1,2025-09-01 17:35:34,Medium,Construction,0.053,64
871daeb2-6c23-4902-929e-e8a81360bbf7,TRIP-c212e5-2,2025-08-12 16:48:34,High,Construction,0.161,39
a4078856-93ef-4a41-ab3f-26efd324074a,TRIP-37e6e7-0,2025-08-27 16:52:34,Medium,Good,0.058,33
122c05ea-c945-49bd-973d-2fae556fb2db,TRIP-37e6e7-1,2025-09-05 18:38:34,Medium,Good,0.081,69
45309fd5-f87d-4e81-b9e9-820a8bf0def7,TRIP-37e6e7-2,2025-08-31 17:48:34,Medium,Construction,0.23,37
3cebb655-151e-42eb-bfaf-14265dc907b1,TRIP-2fa87d-0,2025-09-06 17:38:34,High,Construction,0.158,80
7ec9c072-bbac-43bd-98c4-764e5aeb887e,TRIP-2fa87d-1,2025-09-02 18:16:34,Low,Construction,0.178,28
208b98e8-da9e-4efd-b715-5e7be5c6bf45,TRIP-2fa87d-2,2025-08-31 17:39:34,High,Potholes,0.162,61
aba09369-69e8-4cd1-9c04-e221d8f1499f,TRIP-ad9ff6-0,2025-08-27 17:13:34,Medium,Potholes,0.124,66
4db2eaaf-e69a-4cfa-b1b5-0101aabe1600,TRIP-ad9ff6-1,2025-09-03 17:47:34,High,Potholes,0.208,87
639927eb-bcae-45da-9bcc-8e84138a789c,TRIP-ad9ff6-2,2025-08-17 17:26:34,High,Good,0.139,46
671135dd-b987-4a27-b1e0-154a57b28ace,TRIP-c99f2f-0,2025-08-19 17:51:34,Medium,Potholes,0.247,41
8ca5569e-4ad3-44cb-8bc1-a2b3fafbb8cc,TRIP-c99f2f-1,2025-08-12 17:06:34,High,Potholes,0.151,37
58425b49-79b0-4562-b101-be69891bc1c0,TRIP-c99f2f-2,2025-09-04 18:30:34,Medium,Good,0.249,32
829b4748-08b1-4848-b354-c9d88bd219bb,TRIP-7bb9c0-0,2025-08-16 17:22:34,Medium,Potholes,0.084,33
1b6e361b-3c50-45ac-8b61-78ce4ffcbb87,TRIP-7bb9c0-1,2025-09-02 17:49:34,Medium,Good,0.21,85
9e5ddb2c-79ea-4ce6-8630-ff1a0844ab06,TRIP-7bb9c0-2,2025-08-18 17:12:34,Medium,Good,0.179,44
0b4eafa1-9843-4516-8de5-c6f8c482513c,TRIP-8d40f1-0,2025-09-07 17:21:34,Low,Good,0.196,64
36cbc035-e02b-4013-9191-43a0bbed37a6,TRIP-8d40f1-1,2025-09-03 17:05:34,High,Potholes,0.099,48
5a8a58b7-52c2-429d-8aea-df7872a9db58,TRIP-8d40f1-2,2025-09-05 17:03:34,Medium,Construction,0.235,86
c8557c15-fd6d-4655-b915-48ddd98081c3,TRIP-d8c4d2-0,2025-08-23 17:54:34,High,Good,0.22,87
094dbabc-36e0-42df-a4b2-cc6a092419bd,TRIP-d8c4d2-1,2025-08-23 17:28:34,Low,Construction,0.113,76
53ed8bb5-26ed-4954-b273-a436a19a596b,TRIP-d8c4d2-2,2025-09-10 17:04:34,High,Construction,0.228,80
3c305077-62b9-4f1e-98e8-5d9b0d027dcd,TRIP-4aa88b-0,2025-08-18 17:34:34,High,Construction,0.224,37
714820ee-074d-493d-8d0f-fd954ab466a9,TRIP-4aa88b-1,2025-09-04 17:18:34,Low,Potholes,0.199,83
a9e71375-7ad9-4029-b700-9de98dcbb7f9,TRIP-4aa88b-2,2025-08-13 17:58:34,Medium,Construction,0.136,62
ef41ae66-d38c-4e99-83ad-8d2c1b19ecee,TRIP-e75c70-0,2025-08-15 16:48:34,Medium,Construction,0.209,72
b15c6688-0c2d-4bb5-bc21-c6b0c1842545,TRIP-e75c70-1,2025-08-14 17:46:34,Low,Construction,0.225,36
50927a12-c77e-4f0e-95b8-23a8e380d423,TRIP-e75c70-2,2025-09-07 18:27:34,Medium,Good,0.247,37
093a6f5c-8832-4233-8031-4ea786a5e019,TRIP-9dcdb1-0,2025-09-10 18:40:34,High,Construction,0.14,90
b42dda8d-c2e9-4480-8862-8269d1009bfe,TRIP-9dcdb1-1,2025-08-16 18:36:34,Low,Good,0.134,47
3f3d3110-90c3-4c3f-93fd-64e502769d98,TRIP-9dcdb1-2,2025-08-18 16:44:34,Medium,Good,0.205,48
26245a83-fee2-4fab-bf3b-325c65b3d96e,TRIP-1c7122-0,2025-08-17 17:53:34,Low,Potholes,0.172,50
96cee958-a702-4495-92c5-1de3f0e9451b,TRIP-1c7122-1,2025-09-07 16:50:34,Medium,Potholes,0.072,85
a5754111-58d2-4f90-a83b-f69ce9bc6390,TRIP-1c7122-2,2025-09-06 17:21:34,Medium,Good,0.168,67
870ac0f1-07d6-4068-aec7-304669eac3eb,TRIP-d9e824-0,2025-08-31 18:01:34,Low,Good,0.195,90
7e0c21f1-9839-4225-aa9e-f2eaa06cc920,TRIP-d9e824-1,2025-09-08 17:16:34,High,Potholes,0.11,77
7c753ff0-cdef-4b31-92b8-a4d52e86dc6e,TRIP-d9e824-2,2025-08-20 17:46:34,Medium,Good,0.153,77
a8d236ac-d467-4778-8933-fc41d68bc45e,TRIP-82f4ac-0,2025-08-17 16:42:34,Medium,Good,0.232,53
fd4c5d82-959c-42ee-980d-efb5244552f9,TRIP-82f4ac-1,2025-09-03 17:46:34,Low,Construction,0.155,58
e898b3a8-0bbb-4918-a767-a6cf48989137,TRIP-82f4ac-2,2025-09-06 17:17:34,High,Construction,0.132,57
e518f16d-2ccc-46f9-94fd-bddcab6d1539,TRIP-a20f96-0,2025-08-27 17:00:34,Medium,Good,0.248,89
9cf101d1-f64a-44f3-b7a0-75de1383c18b,TRIP-a20f96-1,2025-08-13 17:05:34,Medium,Potholes,0.235,42
9ad6b04b-6b5a-43e9-898b-2f80b5d9d383,TRIP-a20f96-2,2025-09-03 18:02:34,Low,Good,0.187,34
eecaf36d-2d26-491f-83a3-6b600a487712,TRIP-906b37-0,2025-08-15 16:46:34,Low,Good,0.214,46
c0e369bc-93e5-4450-91fa-753d3b60debb,TRIP-906b37-1,2025-09-08 16:47:34,High,Good,0.242,20
48daaa66-738d-4982-9c1f-12319974c1ca,TRIP-906b37-2,2025-08-27 18:09:34,Low,Potholes,0.189,88
5ba81ee4-af22-466e-b9ac-a368207d64a2,TRIP-c27a91-0,2025-09-06 18:35:34,Medium,Good,0.16,23
6b8c96d9-49e4-4d1c-a290-92c9fd419e53,TRIP-c27a91-1,2025-08-22 18:15:34,Medium,Potholes,0.131,85
9b8e600a-f032-45cd-b194-e7792f49d95f,TRIP-c27a91-2,2025-09-09 17:17:34,Medium,Construction,0.098,74
433229f7-667a-49b2-bfc0-f2434aaac0bb,TRIP-6ebabe-0,2025-09-05 17:24:34,Medium,Construction,0.143,62
3db40049-39ed-483a-903f-894e717e2c76,TRIP-6ebabe-1,2025-08-24 18:01:34,Low,Potholes,0.184,68
b7a637c9-4cb5-4ce9-94c0-ca6eb05b69cc,TRIP-6ebabe-2,2025-08-21 18:38:34,Medium,Potholes,0.097,73
aa07d86d-9bc2-427f-b0f3-f2da1af5e37f,TRIP-6769ff-0,2025-09-09 17:05:34,Medium,Good,0.237,69
4f207075-f460-442f-96a8-9872f64acdcc,TRIP-6769ff-1,2025-08-15 18:00:34,Medium,Potholes,0.225,70
6161914c-81ea-4592-8296-b970ed0e83e6,TRIP-6769ff-2,2025-08-15 18:16:34,High,Good,0.23,46
b42a5e5c-bc0a-4240-a487-aa498b226e31,TRIP-2794f8-0,2025-08-13 17:19:34,High,Construction,0.071,88
e0ab450b-d5fe-4bc3-9ae1-ec40d4407927,TRIP-2794f8-1,2025-08-16 18:12:34,Low,Good,0.135,73
01953d04-b9b1-4d53-bbe5-6cec4091c9a5,TRIP-2794f8-2,2025-09-02 17:33:34,High,Construction,0.125,65
095e2b96-0d46-4187-8826-5da28d946b97,TRIP-b04eab-0,2025-08-19 17:01:34,High,Construction,0.247,39
1bb4e112-5b50-44dc-a895-f06c149440e4,TRIP-b04eab-1,2025-08-21 18:38:34,Medium,Good,0.15,83
483dcfc0-e80d-4012-8741-9cc3794dddfe,TRIP-b04eab-2,2025-08-14 17:21:34,Medium,Potholes,0.195,61
5e62201a-366a-4856-8df8-8a87edfe83b5,TRIP-b3d870-0,2025-08-30 17:38:34,High,Potholes,0.159,60
a318c6a3-244c-41e7-8ab4-aaa930e509d6,TRIP-b3d870-1,2025-09-07 18:13:34,Medium,Potholes,0.134,39
2d3ef809-564e-44a2-9b10-0b8cd5daca50,TRIP-b3d870-2,2025-09-03 18:40:34,Low,Good,0.243,57
ee3e0e48-7a92-485c-968a-f4f1d7be6e0b,TRIP-20c865-0,2025-08-24 18:28:34,High,Good,0.065,81
8cd3ed57-1dca-44be-8446-fe60609a20fc,TRIP-20c865-1,2025-09-08 16:51:34,Medium,Construction,0.208,74
e8d42339-0ad1-4a62-bd14-ea27a38ec5f5,TRIP-20c865-2,2025-08-27 18:42:34,Medium,Construction,0.212,28
63da8488-c10b-4e5c-92e1-c65431d4e982,TRIP-c98e0f-0,2025-08-27 17:59:34,Low,Potholes,0.094,48
6ca2f70b-75bc-4f6e-9964-0f13f58a59a0,TRIP-c98e0f-1,2025-08-22 18:35:34,Medium,Good,0.203,56
1f2049b4-59a2-45e4-8a02-6f6dbc853bad,TRIP-c98e0f-2,2025-09-06 18:24:34,High,Construction,0.229,78
bb64a700-b0e7-47de-91d2-7df707187333,TRIP-680a95-0,2025-09-07 18:24:34,Low,Construction,0.081,61
60500906-8f0d-4e3b-8492-3d3687b8b42b,TRIP-680a95-1,2025-09-05 17:46:34,Medium,Good,0.222,48
69dd9c8f-6cf6-47a1-b90e-08db443904fb,TRIP-680a95-2,2025-09-05 16:59:34,Medium,Construction,0.177,27
12f261dd-e970-4fe5-b460-01db65719b7b,TRIP-4539ce-0,2025-08-23 18:32:34,Low,Construction,0.134,60
f621885e-ee08-4fe0-8c29-324bee558a7b,TRIP-4539ce-1,2025-08-22 16:44:34,Low,Construction,0.243,88
f67ec07d-7b22-4012-8f3a-dd12593e0aa4,TRIP-4539ce-2,2025-09-04 18:03:34,High,Construction,0.117,70
c6963637-9781-440e-849a-4b97d4791e40,TRIP-7dba6d-0,2025-08-19 17:35:34,Low,Construction,0.215,57
