policy_id,driver_id,vehicle_id,coverage_type,premium_amount,last_updated
POL-52e662a6,52e662a6-6848-40d6-895f-f5c4b51f7d8d,VEH-5609,Standard,918.08,2025-09-11 16:37:28
POL-5036ebbb,5036ebbb-cbf2-41b7-9f94-97a2f074eb18,VEH-8314,Premium,862.62,2025-09-11 16:37:28
POL-f26a946a,f26a946a-f7ac-437b-b39b-d512eaf73062,VEH-8276,Premium,1158.87,2025-09-11 16:37:28
POL-0314f29d,0314f29d-b8ca-4871-aab4-289dfe3889bc,VEH-5444,Standard,1272.42,2025-09-11 16:37:28
POL-0f2e58d4,0f2e58d4-7160-4c0b-a070-7a1c25c651dc,VEH-4741,Premium,867.76,2025-09-11 16:37:28
POL-b9f7a279,b9f7a279-ad01-42f6-8374-0f90fa6fbc93,VEH-5818,Standard,750.97,2025-09-11 16:37:28
POL-077e99d3,077e99d3-bd66-43f7-9615-4f3c3e608c96,VEH-6326,Standard,1133.96,2025-09-11 16:37:28
POL-d3e19e35,d3e19e35-84dc-448c-ae2a-e5772a3689ca,VEH-2491,Standard,1316.13,2025-09-11 16:37:28
POL-e6bfeda1,e6bfeda1-e3b7-4cb7-ad71-a150258e13e9,VEH-8578,Premium,999.26,2025-09-11 16:37:28
POL-34b7385a,34b7385a-a03c-46e2-84ca-2dfef59ca398,VEH-2271,Basic,1065.14,2025-09-11 16:37:28
POL-c576d878,c576d878-b679-4445-a834-e5c84f7a6fc8,VEH-7674,Basic,1269.9,2025-09-11 16:37:28
POL-5c19c0f3,5c19c0f3-9b6a-4a16-a7ed-4f58236bf2be,VEH-9436,Premium,1385.47,2025-09-11 16:37:28
POL-7eb4e65b,7eb4e65b-ea35-471a-ab2a-52351901188e,VEH-1172,Basic,1309.92,2025-09-11 16:37:28
POL-46310028,46310028-63a2-49ae-812b-19622e61ba07,VEH-1493,Premium,623.3,2025-09-11 16:37:28
POL-839474c2,839474c2-72c1-4a5d-a0d0-ff9b5b185cac,VEH-4191,Premium,1326.72,2025-09-11 16:37:28
POL-da5f724d,da5f724d-5ac1-47a4-8f0e-8890ea14393e,VEH-3388,Premium,1497.03,2025-09-11 16:37:28
POL-035d17e2,035d17e2-282d-443a-baf8-a3c77cf54faa,VEH-2059,Basic,1312.75,2025-09-11 16:37:28
POL-9450eaea,9450eaea-253d-42e4-9e31-e270ffa3d0f1,VEH-1051,Premium,1030.25,2025-09-11 16:37:28
POL-258f5f33,258f5f33-d884-4f3c-86f5-de9f20ce665d,VEH-8617,Premium,789.32,2025-09-11 16:37:28
POL-b162eb5c,b162eb5c-be7f-44b4-a501-c212925ef183,VEH-3107,Premium,770.35,2025-09-11 16:37:28
POL-66431abb,66431abb-30f9-4678-91f2-97b94295464c,VEH-9293,Basic,1410.82,2025-09-11 16:37:28
POL-2deb8c74,2deb8c74-5fad-4814-b709-c2f8788a2996,VEH-7378,Basic,1248.44,2025-09-11 16:37:28
POL-6370ff8b,6370ff8b-14c8-49de-89c8-13ef0deca5f0,VEH-1213,Standard,759.84,2025-09-11 16:37:28
POL-2fb8122e,2fb8122e-6bd1-4049-aa9e-e1423739a846,VEH-6981,Premium,1372.75,2025-09-11 16:37:28
POL-bd40eed9,bd40eed9-3c82-47c0-863c-3356e01e1537,VEH-2160,Standard,1217.46,2025-09-11 16:37:28
POL-3e885548,3e885548-039b-4827-99cd-c3c1f3888108,VEH-8217,Standard,917.44,2025-09-11 16:37:28
POL-0391ba2a,0391ba2a-fab1-42ee-85ac-b46905d47de2,VEH-5163,Standard,1017.27,2025-09-11 16:37:28
POL-ff7f17e7,ff7f17e7-f085-4761-9dac-2cf84dfee165,VEH-4888,Standard,929.03,2025-09-11 16:37:28
POL-44370a91,44370a91-5242-4d32-8d37-449ad650909c,VEH-4140,Standard,790.32,2025-09-11 16:37:28
POL-ff89634e,ff89634e-8c1f-41e3-976f-969435f29eb4,VEH-6305,Premium,1004.68,2025-09-11 16:37:28
POL-861a06b9,861a06b9-0d5c-4f97-a7b1-e3a7cc79d954,VEH-7285,Standard,876.78,2025-09-11 16:37:28
POL-3a7cc497,3a7cc497-c14b-49d7-9138-76c66e5dabf6,VEH-1996,Basic,1410.93,2025-09-11 16:37:28
POL-c326c4ee,c326c4ee-c3f9-4c30-8b54-0e37ac798dd7,VEH-2347,Standard,970.76,2025-09-11 16:37:28
POL-3d03f92b,3d03f92b-4fc6-4d81-bb90-601bf440f2ec,VEH-2834,Standard,1230.22,2025-09-11 16:37:28
POL-3c1f8fcd,3c1f8fcd-26fd-4f4d-ac1b-cb0c7803e8a4,VEH-4346,Standard,856.82,2025-09-11 16:37:28
POL-2fa06339,2fa06339-afb2-49ac-852a-0ff9adbff7d6,VEH-5013,Standard,1185.21,2025-09-11 16:37:28
POL-38c773c1,38c773c1-1bf4-468b-9a49-9a4310fc1d6f,VEH-6693,Premium,1060.25,2025-09-11 16:37:28
POL-25d5f94f,25d5f94f-716b-4436-a016-ea1a33e605ae,VEH-1532,Premium,767.99,2025-09-11 16:37:28
POL-a75d9602,a75d9602-579c-4f30-93c2-41ba5bfbd7bd,VEH-7352,Standard,1228.76,2025-09-11 16:37:28
POL-30c99640,30c99640-3322-4e42-b3e9-67eebe3902b9,VEH-2784,Standard,858.82,2025-09-11 16:37:28
POL-18250854,18250854-857c-43f6-96a4-183ee41e0e70,VEH-4593,Standard,852.3,2025-09-11 16:37:28
POL-36dcc893,36dcc893-82d8-487a-acec-4541df60da71,VEH-6608,Basic,809.35,2025-09-11 16:37:28
POL-5832a43c,5832a43c-1be0-480e-9ac6-c761edecb2f7,VEH-5940,Basic,1321.33,2025-09-11 16:37:28
POL-44e1c518,44e1c518-6aca-45b7-8f51-121a252c1e07,VEH-7630,Basic,936.4,2025-09-11 16:37:28
POL-840f1b25,840f1b25-815c-4c4b-9ba4-c791c715d8ed,VEH-9010,Standard,1367.77,2025-09-11 16:37:28
POL-73f78c2b,73f78c2b-7b0b-4a39-b41e-36a7baea61e8,VEH-1684,Basic,1213.45,2025-09-11 16:37:28
POL-9d8deec0,9d8deec0-790d-4f0f-be72-662ef6761354,VEH-5946,Premium,1154.08,2025-09-11 16:37:28
POL-5e2b5cc6,5e2b5cc6-435a-49f2-a688-73002212c984,VEH-5589,Basic,1129.13,2025-09-11 16:37:28
POL-42943112,42943112-0d9f-4763-a200-db10c7f5e1aa,VEH-9536,Standard,1376.32,2025-09-11 16:37:28
POL-6c9419a6,6c9419a6-dcab-48d0-bdce-6fc372734f30,VEH-4889,Standard,1338.63,2025-09-11 16:37:28
POL-c93dacf1,c93dacf1-1e97-42e1-9ea7-c5d5d020ef05,VEH-8230,Standard,797.53,2025-09-11 16:37:28
POL-91d70c24,91d70c24-71fa-4443-9a17-067d73a490a5,VEH-5083,Standard,1057.03,2025-09-11 16:37:28
POL-ccbe8c85,ccbe8c85-fedb-4b3c-b60e-3de9dbee0463,VEH-2429,Basic,805.11,2025-09-11 16:37:28
POL-cd864f10,cd864f10-f524-4718-9794-e9d23600abda,VEH-1196,Premium,1166.65,2025-09-11 16:37:28
POL-a4b94d11,a4b94d11-6f54-4819-ba14-d250895ac2b4,VEH-2563,Standard,640.02,2025-09-11 16:37:28
POL-a5b8289b,a5b8289b-d7c0-41f0-a9d1-32af6b84891a,VEH-9689,Basic,644.06,2025-09-11 16:37:28
POL-87ef9f85,87ef9f85-ae3e-4c24-a232-d153c90cb256,VEH-7899,Standard,1207.35,2025-09-11 16:37:28
POL-21d03481,21d03481-37c5-4c1a-8531-feeb22570faa,VEH-9657,Basic,1419.36,2025-09-11 16:37:28
POL-712c917e,712c917e-2502-4f30-868a-6ec01a1bd729,VEH-9109,Standard,1174.2,2025-09-11 16:37:28
POL-8378438f,8378438f-7a66-443f-a551-430c4f5963d5,VEH-6576,Premium,1325.99,2025-09-11 16:37:28
POL-a39652a1,a39652a1-d66b-49d1-9b4b-7249ee774e67,VEH-7328,Standard,721.62,2025-09-11 16:37:28
POL-ce9bf2de,ce9bf2de-2efd-41a1-b922-5df15df9172a,VEH-1054,Standard,624.81,2025-09-11 16:37:28
POL-7e20b9ab,7e20b9ab-33a9-4cdb-9033-c35953de15ef,VEH-1489,Basic,1202.47,2025-09-11 16:37:28
POL-55634e0f,55634e0f-d428-45bf-93e7-ee7b5daf1e32,VEH-5735,Standard,630.35,2025-09-11 16:37:28
POL-2a935a07,2a935a07-b5fc-4a0e-bf09-7e0740cba199,VEH-3475,Standard,827.35,2025-09-11 16:37:28
POL-84c5b2d2,84c5b2d2-7266-416a-bd7f-f4531d6f5f60,VEH-7782,Standard,1445.61,2025-09-11 16:37:28
POL-e1c73466,e1c73466-5dac-43ad-b5e1-0448c1800728,VEH-8182,Premium,872.18,2025-09-11 16:37:28
POL-ee1757ef,ee1757ef-44f2-40c3-8e9e-8311a1f9f1e6,VEH-8929,Standard,1252.14,2025-09-11 16:37:28
POL-26ed0fe0,26ed0fe0-af60-4c4e-a408-b84a4ea69dc1,VEH-1008,Premium,690.22,2025-09-11 16:37:28
POL-c6ba1bd3,c6ba1bd3-01ed-4e5c-8c78-5c7f98c39792,VEH-9468,Standard,1385.79,2025-09-11 16:37:28
POL-cb06c4c8,cb06c4c8-bce7-4b6f-9cd8-3f5645166d16,VEH-3090,Basic,1376.78,2025-09-11 16:37:28
POL-fecab0dc,fecab0dc-8f48-4e62-ac02-4cc9d4c367eb,VEH-8445,Premium,692.58,2025-09-11 16:37:28
POL-e065ed35,e065ed35-af4c-4bca-8041-c0985a84dba5,VEH-7478,Premium,1386.92,2025-09-11 16:37:28
POL-4ec67247,4ec67247-1a8f-42b7-947e-cc0dbf4dd669,VEH-7322,Basic,911.4,2025-09-11 16:37:28
POL-1bad945e,1bad945e-9681-481b-a709-d100c4050074,VEH-7344,Premium,1237.36,2025-09-11 16:37:28
POL-712ceb9a,712ceb9a-4202-48f2-a7ed-ab4eda80c9fd,VEH-5922,Standard,877.63,2025-09-11 16:37:28
POL-5f2fb780,5f2fb780-116d-4d0a-b80c-8f0ba15b542a,VEH-1903,Standard,1071.18,2025-09-11 16:37:28
POL-278db7bc,278db7bc-314c-4482-a9e9-abd4f00b1a2d,VEH-6334,Standard,670.77,2025-09-11 16:37:28
POL-af857c91,af857c91-4423-4f4d-aeba-6dc93726cb26,VEH-7137,Premium,672.21,2025-09-11 16:37:28
POL-720d3a4a,720d3a4a-d75f-452c-bc8a-8985ea5eeaba,VEH-9413,Premium,767.79,2025-09-11 16:37:28
POL-19f7fde9,19f7fde9-7bc5-43b4-858f-917cbfbe4df3,VEH-9222,Premium,1174.73,2025-09-11 16:37:28
POL-0cd799fc,0cd799fc-7a54-4795-b847-9e722a6b3b72,VEH-3744,Standard,652.12,2025-09-11 16:37:28
POL-9a5987b5,9a5987b5-157d-4e59-922b-120c41971720,VEH-5426,Basic,877.77,2025-09-11 16:37:28
POL-278c8ab4,278c8ab4-83f4-4e0e-8de7-ca2f805952e6,VEH-9848,Premium,742.03,2025-09-11 16:37:28
POL-8baaff5c,8baaff5c-63d8-41b5-832d-8269942841f8,VEH-1488,Premium,1387.67,2025-09-11 16:37:28
POL-46e0efbf,46e0efbf-6a67-4975-8828-a3578e14e58a,VEH-6790,Basic,1111.1,2025-09-11 16:37:28
