record_id,trip_id,timestamp,speed_kmh,acceleration_ms2,braking_intensity,cornering_gforce,gps_lat,gps_lon,sampling_rate
REC-TRIP-2cc-22,TRIP-2ccc08-1,2025-09-11 16:39:18,107.24,-2.32,0.84,0.67,32.74515458988783,-117.13948924551704,5
REC-TRIP-2cc-23,TRIP-2ccc08-1,2025-09-11 16:39:23,28.05,0.24,0.57,0.2,32.72845525379465,-117.05989286573518,5
REC-TRIP-2cc-24,TRIP-2ccc08-1,2025-09-11 16:39:28,118.88,-1.11,0.37,0.23,32.742493959496954,-117.1165102722569,5
REC-TRIP-2cc-25,TRIP-2ccc08-1,2025-09-11 16:39:33,108.31,0.38,0.64,0.19,32.66939095767428,-117.13507267342227,5
REC-TRIP-2cc-26,TRIP-2ccc08-1,2025-09-11 16:39:38,66.85,-0.4,0.85,0.24,32.73619384098114,-117.09056720293857,5
REC-TRIP-2cc-27,TRIP-2ccc08-1,2025-09-11 16:39:43,80.62,1.38,0.52,0.2,32.67574972138501,-117.11271409240483,5
REC-TRIP-2cc-28,TRIP-2ccc08-1,2025-09-11 16:39:48,116.21,-2.32,0.42,0.54,32.673643676949894,-117.13240016951659,5
REC-TRIP-2cc-29,TRIP-2ccc08-1,2025-09-11 16:39:53,104.2,2.84,0.39,0.25,32.73675323372728,-117.07730463213896,5
REC-TRIP-2cc-30,TRIP-2ccc08-1,2025-09-11 16:39:58,110.22,-0.21,0.06,0.86,32.70315992115974,-117.09225588741988,5
REC-TRIP-2cc-31,TRIP-2ccc08-1,2025-09-11 16:40:03,89.55,-2.58,0.74,0.69,32.70383410925441,-117.14067171078828,5
REC-TRIP-2cc-32,TRIP-2ccc08-1,2025-09-11 16:40:08,48.41,2.89,1.0,0.9,32.747418053587786,-117.14577995174207,5
REC-TRIP-2cc-33,TRIP-2ccc08-1,2025-09-11 16:40:13,110.95,1.49,0.7,0.88,32.69318811292438,-117.10742031012781,5
REC-TRIP-2cc-34,TRIP-2ccc08-1,2025-09-11 16:40:18,119.87,-0.06,0.76,0.97,32.66897968234159,-117.06590551018262,5
REC-TRIP-2cc-35,TRIP-2ccc08-1,2025-09-11 16:40:23,39.35,0.71,0.33,0.73,32.71529764484094,-117.09197469546703,5
REC-TRIP-2cc-36,TRIP-2ccc08-1,2025-09-11 16:40:28,42.88,1.67,0.01,0.87,32.698912548112276,-117.1223915387179,5
REC-TRIP-2cc-37,TRIP-2ccc08-1,2025-09-11 16:40:33,60.9,0.06,0.96,0.84,32.74292452714327,-117.13073483799779,5
REC-TRIP-2cc-38,TRIP-2ccc08-1,2025-09-11 16:40:38,58.38,2.53,0.86,0.37,32.6812255889535,-117.13904719274285,5
REC-TRIP-2cc-39,TRIP-2ccc08-1,2025-09-11 16:40:43,100.48,-0.15,0.21,0.44,32.672269786156605,-117.10737934400166,5
REC-TRIP-2cc-40,TRIP-2ccc08-1,2025-09-11 16:40:48,79.7,-1.56,0.56,0.57,32.724817093569435,-117.12826168709275,5
REC-TRIP-2cc-41,TRIP-2ccc08-1,2025-09-11 16:40:53,49.56,-2.19,0.04,0.36,32.69607481980844,-117.09760540253481,5
REC-TRIP-2cc-42,TRIP-2ccc08-1,2025-09-11 16:40:58,119.02,-2.86,0.04,0.82,32.65690537692485,-117.1236541013841,5
REC-TRIP-2cc-43,TRIP-2ccc08-1,2025-09-11 16:41:03,88.98,-2.81,0.74,0.18,32.702582032310424,-117.13644185553588,5
REC-TRIP-2cc-44,TRIP-2ccc08-1,2025-09-11 16:41:08,116.89,0.28,0.02,0.65,32.65530703855259,-117.08311799633914,5
REC-TRIP-2cc-45,TRIP-2ccc08-1,2025-09-11 16:41:13,62.89,2.92,0.59,0.03,32.69920030614894,-117.11978001750232,5
REC-TRIP-2cc-46,TRIP-2ccc08-1,2025-09-11 16:41:18,114.79,0.8,0.63,0.69,32.70284863833503,-117.06273684618156,5
REC-TRIP-2cc-47,TRIP-2ccc08-1,2025-09-11 16:41:23,53.75,-1.02,0.48,0.81,32.701129559587294,-117.14209767955946,5
REC-TRIP-2cc-48,TRIP-2ccc08-1,2025-09-11 16:41:28,96.33,-1.64,0.55,0.65,32.742023267760345,-117.14168898185773,5
REC-TRIP-2cc-49,TRIP-2ccc08-1,2025-09-11 16:41:33,73.43,-1.53,0.03,0.01,32.72319633770642,-117.14702778835081,5
REC-TRIP-2cc-0,TRIP-2ccc08-2,2025-09-11 16:37:28,78.45,-1.32,0.25,0.38,32.7340633878114,-117.07994551468644,5
REC-TRIP-2cc-1,TRIP-2ccc08-2,2025-09-11 16:37:33,25.0,2.55,0.64,0.61,32.72778910290949,-117.0780348018503,5
REC-TRIP-2cc-2,TRIP-2ccc08-2,2025-09-11 16:37:38,20.54,1.85,0.97,0.96,32.73004383939876,-117.07322478847065,5
REC-TRIP-2cc-3,TRIP-2ccc08-2,2025-09-11 16:37:43,56.16,0.21,0.46,0.21,32.6701598365112,-117.06752833881679,5
REC-TRIP-2cc-4,TRIP-2ccc08-2,2025-09-11 16:37:48,116.2,-0.42,0.14,0.92,32.66278602203454,-117.06331623593367,5
REC-TRIP-2cc-5,TRIP-2ccc08-2,2025-09-11 16:37:53,66.86,-0.12,0.45,0.01,32.66200198999637,-117.0746384324538,5
REC-TRIP-2cc-6,TRIP-2ccc08-2,2025-09-11 16:37:58,108.87,-0.25,0.75,0.19,32.67917985851567,-117.06253459021377,5
REC-TRIP-2cc-7,TRIP-2ccc08-2,2025-09-11 16:38:03,79.5,-2.56,0.28,0.52,32.730095187208576,-117.0718848690163,5
REC-TRIP-2cc-8,TRIP-2ccc08-2,2025-09-11 16:38:08,107.38,0.58,0.07,0.62,32.69772272800108,-117.08729243230523,5
REC-TRIP-2cc-9,TRIP-2ccc08-2,2025-09-11 16:38:13,111.51,-0.8,0.51,0.68,32.70799714487312,-117.11801744298842,5
REC-TRIP-2cc-10,TRIP-2ccc08-2,2025-09-11 16:38:18,118.31,2.61,0.67,0.46,32.65543749045442,-117.0693385194844,5
REC-TRIP-2cc-11,TRIP-2ccc08-2,2025-09-11 16:38:23,93.05,-1.6,0.68,0.81,32.68482981285521,-117.11686856470209,5
REC-TRIP-2cc-12,TRIP-2ccc08-2,2025-09-11 16:38:28,99.54,-1.62,0.62,0.46,32.70331430677968,-117.12096145820392,5
REC-TRIP-2cc-13,TRIP-2ccc08-2,2025-09-11 16:38:33,87.86,1.92,0.27,0.82,32.67384529756534,-117.08109514364384,5
REC-TRIP-2cc-14,TRIP-2ccc08-2,2025-09-11 16:38:38,80.82,-2.74,0.04,0.46,32.65450747809611,-117.11433067166328,5
REC-TRIP-2cc-15,TRIP-2ccc08-2,2025-09-11 16:38:43,69.11,2.65,0.11,0.55,32.739606669205905,-117.10770233564591,5
REC-TRIP-2cc-16,TRIP-2ccc08-2,2025-09-11 16:38:48,86.67,-1.26,0.93,0.58,32.692830134171196,-117.11048356385862,5
REC-TRIP-2cc-17,TRIP-2ccc08-2,2025-09-11 16:38:53,109.33,-2.68,0.12,0.79,32.66664870962346,-117.08338852440379,5
REC-TRIP-2cc-18,TRIP-2ccc08-2,2025-09-11 16:38:58,94.8,-2.22,0.84,0.72,32.671417129985706,-117.12058119750678,5
REC-TRIP-2cc-19,TRIP-2ccc08-2,2025-09-11 16:39:03,104.34,0.28,0.21,0.34,32.6639416068297,-117.08519371331592,5
REC-TRIP-2cc-20,TRIP-2ccc08-2,2025-09-11 16:39:08,87.38,-1.88,0.26,0.14,32.67393922511463,-117.0643027911854,5
REC-TRIP-2cc-21,TRIP-2ccc08-2,2025-09-11 16:39:13,34.69,-2.69,0.87,0.06,32.74297994897364,-117.08316446684627,5
REC-TRIP-2cc-22,TRIP-2ccc08-2,2025-09-11 16:39:18,25.07,-2.19,0.28,0.68,32.6554248293096,-117.0523620712625,5
REC-TRIP-2cc-23,TRIP-2ccc08-2,2025-09-11 16:39:23,82.14,1.79,0.09,0.45,32.68616660550755,-117.10436712592376,5
REC-TRIP-2cc-24,TRIP-2ccc08-2,2025-09-11 16:39:28,97.15,-1.34,0.24,0.66,32.72906339753862,-117.06937332427957,5
REC-TRIP-2cc-25,TRIP-2ccc08-2,2025-09-11 16:39:33,118.58,0.77,0.86,0.56,32.72911090535817,-117.09162093630759,5
REC-TRIP-2cc-26,TRIP-2ccc08-2,2025-09-11 16:39:38,33.11,-1.27,0.64,0.76,32.720946119492744,-117.10666631019404,5
REC-TRIP-2cc-27,TRIP-2ccc08-2,2025-09-11 16:39:43,102.31,-0.54,0.93,0.77,32.74753350927342,-117.14952030991537,5
REC-TRIP-2cc-28,TRIP-2ccc08-2,2025-09-11 16:39:48,91.39,-1.77,0.29,0.71,32.67941754116088,-117.09348959734,5
REC-TRIP-2cc-29,TRIP-2ccc08-2,2025-09-11 16:39:53,68.1,2.38,0.54,0.19,32.69030519699544,-117.05891559469308,5
REC-TRIP-2cc-30,TRIP-2ccc08-2,2025-09-11 16:39:58,81.41,-0.27,0.3,0.34,32.74466856711498,-117.0818106609095,5
REC-TRIP-2cc-31,TRIP-2ccc08-2,2025-09-11 16:40:03,70.34,1.1,0.14,0.03,32.654165837642765,-117.07790864260393,5
REC-TRIP-2cc-32,TRIP-2ccc08-2,2025-09-11 16:40:08,26.08,-0.34,0.58,0.09,32.699444306077616,-117.12906416423228,5
REC-TRIP-2cc-33,TRIP-2ccc08-2,2025-09-11 16:40:13,36.75,0.05,0.19,0.65,32.6842997401779,-117.06566101979578,5
REC-TRIP-2cc-34,TRIP-2ccc08-2,2025-09-11 16:40:18,110.02,-0.6,0.19,0.43,32.68243397917354,-117.1066852231594,5
REC-TRIP-2cc-35,TRIP-2ccc08-2,2025-09-11 16:40:23,92.11,-2.1,0.71,0.19,32.714030052771164,-117.10420694175188,5
REC-TRIP-2cc-36,TRIP-2ccc08-2,2025-09-11 16:40:28,116.41,-0.38,0.28,0.39,32.651967706783175,-117.11086324888969,5
REC-TRIP-2cc-37,TRIP-2ccc08-2,2025-09-11 16:40:33,48.83,-2.09,0.51,0.46,32.719407173528396,-117.1094502642032,5
REC-TRIP-2cc-38,TRIP-2ccc08-2,2025-09-11 16:40:38,74.02,-1.78,0.97,0.52,32.68033768457558,-117.11280996631683,5
REC-TRIP-2cc-39,TRIP-2ccc08-2,2025-09-11 16:40:43,94.46,1.27,0.38,0.51,32.71525482378659,-117.05539094370923,5
REC-TRIP-2cc-40,TRIP-2ccc08-2,2025-09-11 16:40:48,49.68,0.43,0.14,0.9,32.735491025077664,-117.10783062140068,5
REC-TRIP-2cc-41,TRIP-2ccc08-2,2025-09-11 16:40:53,39.12,-2.68,0.09,0.45,32.74608560781454,-117.06288995261147,5
REC-TRIP-2cc-42,TRIP-2ccc08-2,2025-09-11 16:40:58,50.61,-0.88,0.51,0.27,32.651852654492046,-117.1026171762232,5
REC-TRIP-2cc-43,TRIP-2ccc08-2,2025-09-11 16:41:03,57.39,-0.29,0.15,1.0,32.67235517668132,-117.05343400545105,5
REC-TRIP-2cc-44,TRIP-2ccc08-2,2025-09-11 16:41:08,53.98,-2.34,0.59,0.15,32.657458297197934,-117.06454206657216,5
REC-TRIP-2cc-45,TRIP-2ccc08-2,2025-09-11 16:41:13,57.3,-1.78,0.36,0.34,32.65676515854316,-117.05885858515884,5
REC-TRIP-2cc-46,TRIP-2ccc08-2,2025-09-11 16:41:18,54.98,-0.44,0.58,0.48,32.70204937520449,-117.12234119307661,5
REC-TRIP-2cc-47,TRIP-2ccc08-2,2025-09-11 16:41:23,59.22,-0.89,0.59,0.12,32.724428345343114,-117.1427271847954,5
REC-TRIP-2cc-48,TRIP-2ccc08-2,2025-09-11 16:41:28,91.37,-2.18,0.61,0.31,32.74049818903802,-117.09815785950957,5
REC-TRIP-2cc-49,TRIP-2ccc08-2,2025-09-11 16:41:33,64.99,-1.51,0.01,0.46,32.68696316776667,-117.1166048298917,5
REC-TRIP-999-0,TRIP-999e3e-0,2025-09-11 16:37:28,116.51,-2.21,0.38,0.78,32.65754292203666,-117.13021059023525,5
REC-TRIP-999-1,TRIP-999e3e-0,2025-09-11 16:37:33,86.85,-1.46,0.87,0.15,32.73854907428133,-117.07158837007722,5
REC-TRIP-999-2,TRIP-999e3e-0,2025-09-11 16:37:38,62.9,-2.95,0.34,0.31,32.66852450921449,-117.11696063575876,5
REC-TRIP-999-3,TRIP-999e3e-0,2025-09-11 16:37:43,114.52,1.75,0.95,0.3,32.67238871571778,-117.05163049138287,5
REC-TRIP-999-4,TRIP-999e3e-0,2025-09-11 16:37:48,28.15,-0.32,0.72,0.36,32.735197717303954,-117.1021392426825,5
REC-TRIP-999-5,TRIP-999e3e-0,2025-09-11 16:37:53,60.85,0.83,0.23,0.95,32.714223777883376,-117.07013172966093,5
REC-TRIP-999-6,TRIP-999e3e-0,2025-09-11 16:37:58,118.14,0.5,0.19,0.59,32.6596292758074,-117.07138515278477,5
REC-TRIP-999-7,TRIP-999e3e-0,2025-09-11 16:38:03,116.31,1.58,0.29,0.01,32.69463734113608,-117.09287931467706,5
REC-TRIP-999-8,TRIP-999e3e-0,2025-09-11 16:38:08,87.29,-2.81,0.83,0.21,32.675739518545875,-117.0752999713206,5
REC-TRIP-999-9,TRIP-999e3e-0,2025-09-11 16:38:13,103.36,1.1,0.58,0.76,32.66051468781886,-117.06274652227762,5
REC-TRIP-999-10,TRIP-999e3e-0,2025-09-11 16:38:18,22.51,-2.3,0.12,0.89,32.72191876264851,-117.11111965614266,5
REC-TRIP-999-11,TRIP-999e3e-0,2025-09-11 16:38:23,113.0,-2.04,0.42,0.53,32.65290980255088,-117.11019476166875,5
REC-TRIP-999-12,TRIP-999e3e-0,2025-09-11 16:38:28,74.8,0.91,0.9,0.28,32.65291629549784,-117.0609494271515,5
REC-TRIP-999-13,TRIP-999e3e-0,2025-09-11 16:38:33,27.23,2.77,0.26,0.68,32.73584416579829,-117.10314961125225,5
REC-TRIP-999-14,TRIP-999e3e-0,2025-09-11 16:38:38,78.7,0.13,0.44,0.95,32.74820654064103,-117.1007832417637,5
REC-TRIP-999-15,TRIP-999e3e-0,2025-09-11 16:38:43,88.86,2.62,0.66,0.73,32.68850484884412,-117.05905323811136,5
REC-TRIP-999-16,TRIP-999e3e-0,2025-09-11 16:38:48,117.8,0.72,0.94,0.86,32.733506066102876,-117.08567609719191,5
REC-TRIP-999-17,TRIP-999e3e-0,2025-09-11 16:38:53,111.95,2.91,0.58,0.4,32.679427410921114,-117.08680573607667,5
REC-TRIP-999-18,TRIP-999e3e-0,2025-09-11 16:38:58,75.51,-2.75,0.21,0.84,32.65395007389184,-117.07427201997965,5
REC-TRIP-999-19,TRIP-999e3e-0,2025-09-11 16:39:03,72.61,1.02,0.24,0.08,32.7115323238077,-117.13135833313308,5
REC-TRIP-999-20,TRIP-999e3e-0,2025-09-11 16:39:08,56.24,-2.23,0.29,0.61,32.665800211412815,-117.10625841326052,5
REC-TRIP-999-21,TRIP-999e3e-0,2025-09-11 16:39:13,37.33,1.63,0.49,0.8,32.657735087518425,-117.14546878899868,5
REC-TRIP-999-22,TRIP-999e3e-0,2025-09-11 16:39:18,47.17,-1.3,0.08,0.7,32.70707510684391,-117.09251615341891,5
REC-TRIP-999-23,TRIP-999e3e-0,2025-09-11 16:39:23,28.74,-2.78,0.08,0.49,32.7077139114453,-117.12617205151307,5
REC-TRIP-999-24,TRIP-999e3e-0,2025-09-11 16:39:28,64.5,2.8,0.44,0.42,32.71793528833046,-117.0532679449247,5
REC-TRIP-999-25,TRIP-999e3e-0,2025-09-11 16:39:33,93.37,-2.11,0.33,0.11,32.68941482035439,-117.11621627207037,5
REC-TRIP-999-26,TRIP-999e3e-0,2025-09-11 16:39:38,75.52,2.14,0.28,0.31,32.707824141562355,-117.13380673816718,5
REC-TRIP-999-27,TRIP-999e3e-0,2025-09-11 16:39:43,50.89,2.75,0.84,0.88,32.67700221827171,-117.14243316642731,5
REC-TRIP-999-28,TRIP-999e3e-0,2025-09-11 16:39:48,54.76,-1.51,0.88,0.71,32.69409585532993,-117.06914386128014,5
REC-TRIP-999-29,TRIP-999e3e-0,2025-09-11 16:39:53,45.97,-2.88,0.64,0.15,32.674351781000446,-117.06278715868851,5
REC-TRIP-999-30,TRIP-999e3e-0,2025-09-11 16:39:58,34.87,2.51,0.67,0.21,32.711148886454744,-117.08124301883606,5
REC-TRIP-999-31,TRIP-999e3e-0,2025-09-11 16:40:03,41.1,-2.14,0.28,0.69,32.707153395007424,-117.1223013862524,5
REC-TRIP-999-32,TRIP-999e3e-0,2025-09-11 16:40:08,57.12,-0.69,0.52,0.67,32.69706883954597,-117.08281874888672,5
REC-TRIP-999-33,TRIP-999e3e-0,2025-09-11 16:40:13,88.72,-1.36,0.74,0.14,32.69418743824245,-117.14477765371274,5
REC-TRIP-999-34,TRIP-999e3e-0,2025-09-11 16:40:18,28.09,-1.96,0.24,0.72,32.7185956378873,-117.0532756056562,5
REC-TRIP-999-35,TRIP-999e3e-0,2025-09-11 16:40:23,111.9,-1.99,0.5,0.64,32.652633342644805,-117.05888108495569,5
REC-TRIP-999-36,TRIP-999e3e-0,2025-09-11 16:40:28,92.03,0.18,0.17,0.32,32.73202996724592,-117.09312263575215,5
REC-TRIP-999-37,TRIP-999e3e-0,2025-09-11 16:40:33,20.2,-2.04,0.66,0.56,32.74096374085247,-117.1479721281278,5
REC-TRIP-999-38,TRIP-999e3e-0,2025-09-11 16:40:38,74.82,-1.54,0.62,0.11,32.707671781545045,-117.08350506408088,5
REC-TRIP-999-39,TRIP-999e3e-0,2025-09-11 16:40:43,71.7,2.82,0.6,0.25,32.70039462569596,-117.05848379271201,5
REC-TRIP-999-40,TRIP-999e3e-0,2025-09-11 16:40:48,57.12,0.68,0.37,0.5,32.748590128133365,-117.14368422181651,5
REC-TRIP-999-41,TRIP-999e3e-0,2025-09-11 16:40:53,96.04,2.14,0.8,0.34,32.730881958735004,-117.11196252647939,5
REC-TRIP-999-42,TRIP-999e3e-0,2025-09-11 16:40:58,41.77,-1.87,0.9,0.53,32.67167360425626,-117.09691445902456,5
REC-TRIP-999-43,TRIP-999e3e-0,2025-09-11 16:41:03,110.9,1.16,0.79,0.12,32.682399177806545,-117.10599799552637,5
REC-TRIP-999-44,TRIP-999e3e-0,2025-09-11 16:41:08,79.63,-2.6,0.85,0.33,32.7046207432055,-117.08012934584865,5
REC-TRIP-999-45,TRIP-999e3e-0,2025-09-11 16:41:13,36.45,-0.37,0.43,0.96,32.72645352159484,-117.06928909791984,5
REC-TRIP-999-46,TRIP-999e3e-0,2025-09-11 16:41:18,88.8,-2.92,0.76,0.11,32.74261113683504,-117.10032571018925,5
REC-TRIP-999-47,TRIP-999e3e-0,2025-09-11 16:41:23,67.36,-1.62,0.71,0.62,32.68846678438431,-117.07029352945949,5
REC-TRIP-999-48,TRIP-999e3e-0,2025-09-11 16:41:28,79.76,-1.73,0.98,0.59,32.746854420553376,-117.13683752737856,5
REC-TRIP-999-49,TRIP-999e3e-0,2025-09-11 16:41:33,66.6,2.11,0.81,0.13,32.714084740344134,-117.10269832658472,5
REC-TRIP-999-0,TRIP-999e3e-1,2025-09-11 16:37:28,56.18,1.75,0.44,0.13,32.728323750197916,-117.10085238282007,5
REC-TRIP-999-1,TRIP-999e3e-1,2025-09-11 16:37:33,30.27,-0.12,0.48,0.87,32.661891793764084,-117.06238050900717,5
REC-TRIP-999-2,TRIP-999e3e-1,2025-09-11 16:37:38,69.51,2.52,0.28,0.48,32.67328989433941,-117.14386306751342,5
REC-TRIP-999-3,TRIP-999e3e-1,2025-09-11 16:37:43,69.24,2.32,0.01,0.23,32.69250606809819,-117.06746196384375,5
REC-TRIP-999-4,TRIP-999e3e-1,2025-09-11 16:37:48,77.04,1.85,0.34,0.43,32.698059922716844,-117.12693391678913,5
REC-TRIP-999-5,TRIP-999e3e-1,2025-09-11 16:37:53,118.16,2.71,0.87,0.69,32.71447932322528,-117.07917938325285,5
REC-TRIP-999-6,TRIP-999e3e-1,2025-09-11 16:37:58,20.76,-1.04,0.39,0.89,32.71040206012015,-117.09968203924318,5
REC-TRIP-999-7,TRIP-999e3e-1,2025-09-11 16:38:03,102.01,2.88,0.94,0.92,32.657863217731524,-117.12869633356935,5
REC-TRIP-999-8,TRIP-999e3e-1,2025-09-11 16:38:08,54.94,2.57,0.38,0.86,32.706198283241605,-117.06231584937251,5
REC-TRIP-999-9,TRIP-999e3e-1,2025-09-11 16:38:13,116.9,0.14,0.37,0.04,32.712254523029,-117.14074207411724,5
REC-TRIP-999-10,TRIP-999e3e-1,2025-09-11 16:38:18,84.21,-2.03,0.53,0.37,32.69493967681566,-117.14843555681053,5
REC-TRIP-999-11,TRIP-999e3e-1,2025-09-11 16:38:23,72.11,2.38,0.79,0.74,32.69783023753823,-117.05989524708417,5
REC-TRIP-999-12,TRIP-999e3e-1,2025-09-11 16:38:28,117.47,0.01,0.1,0.23,32.666955507884644,-117.05818200162011,5
REC-TRIP-999-13,TRIP-999e3e-1,2025-09-11 16:38:33,30.75,-1.25,0.1,0.5,32.742880202041015,-117.09929349485671,5
REC-TRIP-999-14,TRIP-999e3e-1,2025-09-11 16:38:38,113.63,-1.96,0.71,0.71,32.73573231571924,-117.13639654647636,5
REC-TRIP-999-15,TRIP-999e3e-1,2025-09-11 16:38:43,29.48,-0.68,0.67,0.62,32.67161523654128,-117.10414071011176,5
REC-TRIP-999-16,TRIP-999e3e-1,2025-09-11 16:38:48,91.71,-2.7,0.31,0.6,32.690480616135744,-117.05340084358846,5
REC-TRIP-999-17,TRIP-999e3e-1,2025-09-11 16:38:53,100.2,0.78,0.18,0.79,32.691386998228985,-117.06449097426315,5
REC-TRIP-999-18,TRIP-999e3e-1,2025-09-11 16:38:58,51.95,0.81,0.8,0.59,32.739460854295,-117.05676652972909,5
REC-TRIP-999-19,TRIP-999e3e-1,2025-09-11 16:39:03,63.47,2.68,0.34,0.39,32.730088007355086,-117.08849845864871,5
REC-TRIP-999-20,TRIP-999e3e-1,2025-09-11 16:39:08,61.15,0.99,0.02,0.99,32.7132105491622,-117.14600979007774,5
REC-TRIP-999-21,TRIP-999e3e-1,2025-09-11 16:39:13,64.28,-2.19,0.53,0.82,32.692092565605556,-117.13562990190233,5
REC-TRIP-999-22,TRIP-999e3e-1,2025-09-11 16:39:18,50.72,-0.25,0.55,0.29,32.733042336154504,-117.14504736137691,5
REC-TRIP-999-23,TRIP-999e3e-1,2025-09-11 16:39:23,48.02,0.18,0.32,0.18,32.686907758568864,-117.061763465691,5
REC-TRIP-999-24,TRIP-999e3e-1,2025-09-11 16:39:28,44.55,-0.45,0.09,0.96,32.679348731381566,-117.11345777993729,5
REC-TRIP-999-25,TRIP-999e3e-1,2025-09-11 16:39:33,106.78,-0.48,0.2,0.53,32.65293530633891,-117.08665634876289,5
REC-TRIP-999-26,TRIP-999e3e-1,2025-09-11 16:39:38,20.52,-0.92,0.97,0.8,32.65190052991338,-117.12585585510335,5
REC-TRIP-999-27,TRIP-999e3e-1,2025-09-11 16:39:43,80.01,-2.04,0.2,0.47,32.70631399511866,-117.06252984250281,5
REC-TRIP-999-28,TRIP-999e3e-1,2025-09-11 16:39:48,58.23,-1.01,0.75,0.42,32.65584958088917,-117.09666282467008,5
REC-TRIP-999-29,TRIP-999e3e-1,2025-09-11 16:39:53,57.08,-0.45,0.87,0.08,32.68503517919775,-117.1497933110193,5
REC-TRIP-999-30,TRIP-999e3e-1,2025-09-11 16:39:58,59.82,-1.16,0.67,0.5,32.667142547059115,-117.08552771327574,5
REC-TRIP-999-31,TRIP-999e3e-1,2025-09-11 16:40:03,108.61,-0.43,0.98,0.31,32.67314129496178,-117.05941016120404,5
REC-TRIP-999-32,TRIP-999e3e-1,2025-09-11 16:40:08,84.73,2.71,0.13,0.35,32.65707815471396,-117.09470391318476,5
REC-TRIP-999-33,TRIP-999e3e-1,2025-09-11 16:40:13,21.19,0.88,0.23,0.48,32.71061956870392,-117.08255527118638,5
REC-TRIP-999-34,TRIP-999e3e-1,2025-09-11 16:40:18,23.19,-2.11,0.72,0.73,32.7278839654919,-117.13103275446086,5
REC-TRIP-999-35,TRIP-999e3e-1,2025-09-11 16:40:23,51.64,2.59,0.14,0.62,32.706271105986836,-117.10240000340987,5
REC-TRIP-999-36,TRIP-999e3e-1,2025-09-11 16:40:28,113.06,1.21,0.58,0.82,32.710200486938234,-117.09748237687312,5
REC-TRIP-999-37,TRIP-999e3e-1,2025-09-11 16:40:33,67.78,-1.96,0.79,0.19,32.7017752944416,-117.09076916549564,5
REC-TRIP-999-38,TRIP-999e3e-1,2025-09-11 16:40:38,53.22,-1.73,0.0,0.22,32.69146511306667,-117.13103672443346,5
REC-TRIP-999-39,TRIP-999e3e-1,2025-09-11 16:40:43,42.21,2.43,0.79,0.08,32.711784611485974,-117.11414647102578,5
REC-TRIP-999-40,TRIP-999e3e-1,2025-09-11 16:40:48,109.29,1.02,0.1,0.87,32.72514401241487,-117.14937215918464,5
REC-TRIP-999-41,TRIP-999e3e-1,2025-09-11 16:40:53,25.02,2.73,0.39,0.42,32.745044749630516,-117.05354237821149,5
REC-TRIP-999-42,TRIP-999e3e-1,2025-09-11 16:40:58,111.17,2.0,0.22,0.25,32.74031839603998,-117.13840327661157,5
REC-TRIP-999-43,TRIP-999e3e-1,2025-09-11 16:41:03,50.07,-0.03,0.35,0.49,32.74348107438109,-117.10462248377755,5
REC-TRIP-999-44,TRIP-999e3e-1,2025-09-11 16:41:08,53.68,-2.44,0.27,0.14,32.693016901572314,-117.13505504315293,5
REC-TRIP-999-45,TRIP-999e3e-1,2025-09-11 16:41:13,41.72,2.64,0.49,0.7,32.743767413603386,-117.06884052779158,5
REC-TRIP-999-46,TRIP-999e3e-1,2025-09-11 16:41:18,104.59,0.62,0.73,0.44,32.718107707421595,-117.0928346208382,5
REC-TRIP-999-47,TRIP-999e3e-1,2025-09-11 16:41:23,86.39,0.72,0.11,0.26,32.72283735783503,-117.06552219809977,5
REC-TRIP-999-48,TRIP-999e3e-1,2025-09-11 16:41:28,43.05,-2.77,0.62,0.85,32.733610652122856,-117.1188497333772,5
REC-TRIP-999-49,TRIP-999e3e-1,2025-09-11 16:41:33,73.33,0.32,0.62,0.31,32.67152357816789,-117.09189726920214,5
REC-TRIP-999-0,TRIP-999e3e-2,2025-09-11 16:37:28,54.7,1.41,0.34,0.74,32.74762210287224,-117.14173966977542,5
REC-TRIP-999-1,TRIP-999e3e-2,2025-09-11 16:37:33,63.96,-2.95,0.47,0.93,32.738432801531616,-117.08329943986071,5
REC-TRIP-999-2,TRIP-999e3e-2,2025-09-11 16:37:38,44.03,-0.8,0.98,0.91,32.6655527431968,-117.0812584306769,5
REC-TRIP-999-3,TRIP-999e3e-2,2025-09-11 16:37:43,59.29,0.05,0.35,0.59,32.721542362979896,-117.07265217741826,5
REC-TRIP-999-4,TRIP-999e3e-2,2025-09-11 16:37:48,106.19,2.86,0.3,0.11,32.73605601557895,-117.0916728642702,5
REC-TRIP-999-5,TRIP-999e3e-2,2025-09-11 16:37:53,49.54,-2.56,0.82,0.28,32.72262958192009,-117.10789493895602,5
REC-TRIP-999-6,TRIP-999e3e-2,2025-09-11 16:37:58,22.56,2.3,0.3,0.04,32.7081536179345,-117.09448277129829,5
REC-TRIP-999-7,TRIP-999e3e-2,2025-09-11 16:38:03,33.18,2.14,0.59,0.54,32.7100112248377,-117.13587084075344,5
REC-TRIP-999-8,TRIP-999e3e-2,2025-09-11 16:38:08,96.37,0.8,0.29,0.04,32.725085701434885,-117.1277500162709,5
REC-TRIP-999-9,TRIP-999e3e-2,2025-09-11 16:38:13,108.76,-2.97,0.69,0.8,32.720168621145504,-117.07426125685342,5
