trip_id,timestamp,accel_x,accel_y,accel_z,braking_g,cornering_g
TRIP-232981-2,2025-09-11 16:37:56,-1.15,-1.91,1.5,0.47,0.79
TRIP-232981-2,2025-09-11 16:37:58,-0.08,-0.72,1.14,0.93,0.17
TRIP-232981-2,2025-09-11 16:38:00,1.82,0.39,2.95,0.22,0.69
TRIP-232981-2,2025-09-11 16:38:02,1.15,2.5,0.38,0.79,0.84
TRIP-232981-2,2025-09-11 16:38:04,1.09,-0.34,2.57,0.52,0.71
TRIP-232981-2,2025-09-11 16:38:06,-0.13,-1.03,-2.68,0.7,0.52
TRIP-232981-2,2025-09-11 16:38:08,0.72,2.88,0.6,0.61,0.54
TRIP-232981-2,2025-09-11 16:38:10,-2.16,1.16,0.46,0.08,0.92
TRIP-232981-2,2025-09-11 16:38:12,0.2,1.2,0.14,0.15,0.23
TRIP-232981-2,2025-09-11 16:38:14,0.55,2.55,-0.89,0.78,0.37
TRIP-232981-2,2025-09-11 16:38:16,-1.32,0.71,1.55,0.91,0.35
TRIP-232981-2,2025-09-11 16:38:18,0.32,1.78,2.41,0.2,0.85
TRIP-232981-2,2025-09-11 16:38:20,0.05,-1.83,-1.43,0.97,0.92
TRIP-232981-2,2025-09-11 16:38:22,-0.02,2.8,-0.43,0.0,0.06
TRIP-232981-2,2025-09-11 16:38:24,-2.34,-0.57,0.59,0.41,0.98
TRIP-232981-2,2025-09-11 16:38:26,0.44,2.22,0.54,0.09,0.07
TRIP-232981-2,2025-09-11 16:38:28,1.93,1.64,-2.82,0.03,0.94
TRIP-232981-2,2025-09-11 16:38:30,2.26,1.56,2.97,0.66,0.41
TRIP-232981-2,2025-09-11 16:38:32,-2.6,1.85,1.78,0.75,0.89
TRIP-232981-2,2025-09-11 16:38:34,1.93,-2.12,2.55,0.99,0.74
TRIP-232981-2,2025-09-11 16:38:36,2.97,0.99,2.57,0.8,0.4
TRIP-232981-2,2025-09-11 16:38:38,1.74,0.89,-2.0,0.22,0.61
TRIP-232981-2,2025-09-11 16:38:40,-2.16,0.53,-2.58,0.59,0.67
TRIP-232981-2,2025-09-11 16:38:42,0.7,1.25,-2.08,0.97,0.57
TRIP-232981-2,2025-09-11 16:38:44,-1.11,2.18,1.76,0.64,0.88
TRIP-232981-2,2025-09-11 16:38:46,0.83,2.58,-0.92,0.17,0.92
TRIP-232981-2,2025-09-11 16:38:48,-1.2,-0.19,1.61,0.63,0.26
TRIP-232981-2,2025-09-11 16:38:50,1.63,0.31,1.84,0.34,0.45
TRIP-232981-2,2025-09-11 16:38:52,2.18,0.79,-1.89,0.65,0.69
TRIP-232981-2,2025-09-11 16:38:54,1.2,2.2,2.52,0.81,0.03
TRIP-232981-2,2025-09-11 16:38:56,-1.99,-2.36,1.41,0.45,0.99
TRIP-232981-2,2025-09-11 16:38:58,0.61,-0.56,2.59,0.08,0.28
TRIP-232981-2,2025-09-11 16:39:00,1.7,-0.2,-1.63,0.31,0.47
TRIP-232981-2,2025-09-11 16:39:02,-2.39,2.95,2.41,0.04,1.0
TRIP-232981-2,2025-09-11 16:39:04,2.1,1.88,-1.66,0.23,0.72
TRIP-232981-2,2025-09-11 16:39:06,1.92,2.01,-2.13,0.41,0.6
TRIP-f93977-0,2025-09-11 16:37:28,-0.99,-2.32,2.48,1.0,0.87
TRIP-f93977-0,2025-09-11 16:37:30,1.14,-0.83,2.49,0.51,0.0
TRIP-f93977-0,2025-09-11 16:37:32,2.35,-0.79,-1.88,0.12,0.42
TRIP-f93977-0,2025-09-11 16:37:34,0.22,2.05,-0.11,0.21,0.39
TRIP-f93977-0,2025-09-11 16:37:36,-1.51,-1.09,-0.03,0.38,0.06
TRIP-f93977-0,2025-09-11 16:37:38,-2.61,0.41,1.16,0.14,0.88
TRIP-f93977-0,2025-09-11 16:37:40,-0.44,-2.62,-1.41,0.03,0.25
TRIP-f93977-0,2025-09-11 16:37:42,0.88,0.04,-2.74,0.36,0.47
TRIP-f93977-0,2025-09-11 16:37:44,-2.86,-0.31,-0.87,0.98,0.01
TRIP-f93977-0,2025-09-11 16:37:46,0.97,-0.72,0.46,0.91,0.62
TRIP-f93977-0,2025-09-11 16:37:48,-1.71,-2.16,1.39,0.87,0.75
TRIP-f93977-0,2025-09-11 16:37:50,2.65,-0.26,-1.38,0.95,0.18
TRIP-f93977-0,2025-09-11 16:37:52,2.6,2.0,-0.79,0.2,0.67
TRIP-f93977-0,2025-09-11 16:37:54,1.47,-1.28,2.57,0.19,0.65
TRIP-f93977-0,2025-09-11 16:37:56,-1.96,-2.03,-2.71,0.0,0.08
TRIP-f93977-0,2025-09-11 16:37:58,2.67,2.14,2.79,0.38,0.84
TRIP-f93977-0,2025-09-11 16:38:00,-2.53,-0.36,2.12,0.75,0.9
TRIP-f93977-0,2025-09-11 16:38:02,-1.29,1.97,-1.88,0.63,0.43
TRIP-f93977-0,2025-09-11 16:38:04,2.25,0.04,1.9,0.72,0.2
TRIP-f93977-0,2025-09-11 16:38:06,-0.36,-1.93,-1.03,0.05,0.41
TRIP-f93977-0,2025-09-11 16:38:08,2.7,0.54,-1.92,0.81,0.71
TRIP-f93977-0,2025-09-11 16:38:10,1.16,0.78,0.79,0.33,0.34
TRIP-f93977-0,2025-09-11 16:38:12,1.9,1.48,-1.35,0.6,0.17
TRIP-f93977-0,2025-09-11 16:38:14,1.08,-2.3,1.52,0.42,0.73
TRIP-f93977-0,2025-09-11 16:38:16,0.0,-0.96,2.49,0.63,0.6
TRIP-f93977-0,2025-09-11 16:38:18,1.5,0.55,-1.77,0.3,0.16
TRIP-f93977-0,2025-09-11 16:38:20,1.5,0.0,0.89,0.24,0.72
TRIP-f93977-0,2025-09-11 16:38:22,-0.58,0.06,-2.89,0.94,0.35
TRIP-f93977-0,2025-09-11 16:38:24,2.91,2.58,1.5,0.89,0.25
TRIP-f93977-0,2025-09-11 16:38:26,-0.76,-1.64,1.77,0.21,0.58
TRIP-f93977-0,2025-09-11 16:38:28,2.29,-1.69,-2.66,0.01,0.63
TRIP-f93977-0,2025-09-11 16:38:30,0.32,-2.74,-0.27,0.57,0.07
TRIP-f93977-0,2025-09-11 16:38:32,-2.05,-1.65,0.28,0.35,0.91
TRIP-f93977-0,2025-09-11 16:38:34,-2.21,-2.85,2.69,0.9,0.91
TRIP-f93977-0,2025-09-11 16:38:36,-0.4,-2.76,-1.81,0.09,0.26
TRIP-f93977-0,2025-09-11 16:38:38,1.71,1.74,-1.19,0.56,0.39
TRIP-f93977-0,2025-09-11 16:38:40,1.36,-0.12,-1.91,0.92,0.76
TRIP-f93977-0,2025-09-11 16:38:42,0.91,1.07,0.81,1.0,0.49
TRIP-f93977-0,2025-09-11 16:38:44,-1.75,1.08,0.83,0.07,0.39
TRIP-f93977-0,2025-09-11 16:38:46,-1.05,-0.01,-2.1,0.11,0.36
TRIP-f93977-0,2025-09-11 16:38:48,2.59,-2.55,-1.15,0.81,0.1
TRIP-f93977-0,2025-09-11 16:38:50,-2.71,-1.96,0.3,0.05,0.75
TRIP-f93977-0,2025-09-11 16:38:52,1.47,2.85,-0.24,0.42,0.69
TRIP-f93977-0,2025-09-11 16:38:54,-1.59,1.18,2.51,0.91,0.19
TRIP-f93977-0,2025-09-11 16:38:56,1.96,-2.43,-0.17,0.18,0.64
TRIP-f93977-0,2025-09-11 16:38:58,-2.35,-1.77,2.14,0.48,0.89
TRIP-f93977-0,2025-09-11 16:39:00,0.19,1.37,0.39,0.32,0.18
TRIP-f93977-0,2025-09-11 16:39:02,2.65,0.01,2.73,0.54,0.94
TRIP-f93977-0,2025-09-11 16:39:04,0.6,0.07,2.71,0.39,0.34
TRIP-f93977-0,2025-09-11 16:39:06,-1.68,0.84,2.15,0.03,0.49
TRIP-f93977-1,2025-09-11 16:37:28,0.21,0.71,2.24,0.97,0.35
TRIP-f93977-1,2025-09-11 16:37:30,1.04,2.48,1.93,0.35,0.16
TRIP-f93977-1,2025-09-11 16:37:32,-0.93,-1.82,-2.55,0.78,0.85
TRIP-f93977-1,2025-09-11 16:37:34,2.33,-1.96,1.34,0.58,0.24
TRIP-f93977-1,2025-09-11 16:37:36,0.0,1.4,-2.2,0.55,0.93
TRIP-f93977-1,2025-09-11 16:37:38,-0.1,2.58,-1.85,0.02,0.37
TRIP-f93977-1,2025-09-11 16:37:40,2.72,1.76,-0.65,0.53,0.34
TRIP-f93977-1,2025-09-11 16:37:42,1.78,-0.19,1.32,0.72,0.23
TRIP-f93977-1,2025-09-11 16:37:44,-1.63,2.81,-2.56,0.4,0.62
TRIP-f93977-1,2025-09-11 16:37:46,-1.35,2.13,-1.43,0.83,0.22
TRIP-f93977-1,2025-09-11 16:37:48,-1.31,0.98,-0.85,0.69,0.42
TRIP-f93977-1,2025-09-11 16:37:50,-0.73,2.83,-2.46,0.53,0.89
TRIP-f93977-1,2025-09-11 16:37:52,0.59,-0.84,1.34,0.63,0.76
TRIP-f93977-1,2025-09-11 16:37:54,0.59,-1.36,-0.47,0.82,0.72
TRIP-f93977-1,2025-09-11 16:37:56,-0.99,-2.1,1.08,0.68,0.23
TRIP-f93977-1,2025-09-11 16:37:58,-2.68,1.54,1.3,0.05,0.56
TRIP-f93977-1,2025-09-11 16:38:00,1.66,-1.0,2.0,0.92,0.57
TRIP-f93977-1,2025-09-11 16:38:02,-0.1,1.49,0.08,0.86,0.11
TRIP-f93977-1,2025-09-11 16:38:04,1.28,-1.08,-1.93,0.46,0.37
TRIP-f93977-1,2025-09-11 16:38:06,-1.9,1.69,-1.56,0.49,0.03
TRIP-f93977-1,2025-09-11 16:38:08,-2.22,-0.29,-2.59,0.71,0.54
TRIP-f93977-1,2025-09-11 16:38:10,0.35,2.77,0.72,0.31,0.44
TRIP-f93977-1,2025-09-11 16:38:12,-0.03,2.44,0.73,0.87,0.09
TRIP-f93977-1,2025-09-11 16:38:14,1.2,0.77,-1.91,0.38,0.89
TRIP-f93977-1,2025-09-11 16:38:16,-0.97,2.4,-1.11,0.92,0.21
TRIP-f93977-1,2025-09-11 16:38:18,2.75,-1.71,1.07,0.91,0.96
TRIP-f93977-1,2025-09-11 16:38:20,1.43,1.8,2.0,0.69,0.57
TRIP-f93977-1,2025-09-11 16:38:22,2.01,0.79,-1.98,0.29,0.64
TRIP-f93977-1,2025-09-11 16:38:24,-1.16,-1.64,-2.28,0.78,0.91
TRIP-f93977-1,2025-09-11 16:38:26,1.43,0.41,0.75,0.22,0.15
TRIP-f93977-1,2025-09-11 16:38:28,2.05,-2.58,-1.56,0.71,0.25
TRIP-f93977-1,2025-09-11 16:38:30,1.46,-1.94,-2.73,0.91,0.58
TRIP-f93977-1,2025-09-11 16:38:32,-0.72,2.61,0.86,0.67,0.31
TRIP-f93977-1,2025-09-11 16:38:34,-1.77,-0.79,0.21,0.75,0.07
TRIP-f93977-1,2025-09-11 16:38:36,-0.43,-0.92,-2.43,1.0,0.8
TRIP-f93977-1,2025-09-11 16:38:38,-0.41,-0.33,-1.11,0.34,0.17
TRIP-f93977-1,2025-09-11 16:38:40,0.67,-2.53,1.21,0.6,0.76
TRIP-f93977-1,2025-09-11 16:38:42,-2.58,1.14,-1.26,0.84,0.83
TRIP-f93977-1,2025-09-11 16:38:44,2.47,1.25,-0.93,0.44,0.47
TRIP-f93977-1,2025-09-11 16:38:46,0.79,2.1,-0.74,0.55,0.34
TRIP-f93977-1,2025-09-11 16:38:48,2.86,2.11,2.28,0.79,0.93
TRIP-f93977-1,2025-09-11 16:38:50,-2.38,0.29,1.58,0.69,0.02
TRIP-f93977-1,2025-09-11 16:38:52,-1.99,1.58,0.5,0.88,0.83
TRIP-f93977-1,2025-09-11 16:38:54,-0.91,-1.71,-0.37,0.87,0.46
TRIP-f93977-1,2025-09-11 16:38:56,0.93,-1.3,0.48,0.11,0.41
TRIP-f93977-1,2025-09-11 16:38:58,1.44,-1.07,0.62,0.46,0.82
TRIP-f93977-1,2025-09-11 16:39:00,0.9,-0.81,0.16,0.33,0.64
TRIP-f93977-1,2025-09-11 16:39:02,-2.18,2.27,1.0,0.08,0.92
TRIP-f93977-1,2025-09-11 16:39:04,-1.39,2.12,1.28,0.79,1.0
TRIP-f93977-1,2025-09-11 16:39:06,2.69,-1.56,1.98,0.16,0.38
TRIP-f93977-2,2025-09-11 16:37:28,0.3,1.25,-1.86,0.2,0.7
TRIP-f93977-2,2025-09-11 16:37:30,-2.78,2.21,-0.82,0.88,0.18
TRIP-f93977-2,2025-09-11 16:37:32,-2.14,-0.59,-0.48,0.77,0.01
TRIP-f93977-2,2025-09-11 16:37:34,-1.5,1.34,1.93,0.98,0.54
TRIP-f93977-2,2025-09-11 16:37:36,2.22,1.58,0.8,0.43,0.82
TRIP-f93977-2,2025-09-11 16:37:38,-1.49,-0.18,-0.48,0.69,0.76
TRIP-f93977-2,2025-09-11 16:37:40,0.09,-2.3,-0.76,0.7,0.25
TRIP-f93977-2,2025-09-11 16:37:42,1.14,-0.83,0.72,0.35,0.39
TRIP-f93977-2,2025-09-11 16:37:44,-1.24,-1.47,0.33,0.63,0.82
TRIP-f93977-2,2025-09-11 16:37:46,1.6,1.17,2.52,0.93,0.56
TRIP-f93977-2,2025-09-11 16:37:48,-1.28,-1.05,-2.37,0.74,0.94
TRIP-f93977-2,2025-09-11 16:37:50,1.0,-0.24,2.44,0.69,0.39
TRIP-f93977-2,2025-09-11 16:37:52,-0.57,-1.59,1.95,0.84,0.8
TRIP-f93977-2,2025-09-11 16:37:54,2.43,1.62,-0.63,0.99,0.75
TRIP-f93977-2,2025-09-11 16:37:56,-0.26,-2.23,0.6,0.99,0.27
TRIP-f93977-2,2025-09-11 16:37:58,2.74,-0.39,-0.75,0.98,0.87
TRIP-f93977-2,2025-09-11 16:38:00,0.61,-2.73,-2.35,0.01,0.79
TRIP-f93977-2,2025-09-11 16:38:02,-1.59,-0.56,0.32,0.06,0.9
TRIP-f93977-2,2025-09-11 16:38:04,0.49,-0.48,2.89,0.47,0.11
TRIP-f93977-2,2025-09-11 16:38:06,-1.93,-1.63,-2.48,0.13,0.22
TRIP-f93977-2,2025-09-11 16:38:08,2.41,0.59,1.23,0.02,0.22
TRIP-f93977-2,2025-09-11 16:38:10,-2.51,2.35,0.88,0.85,0.57
TRIP-f93977-2,2025-09-11 16:38:12,-0.04,-0.8,0.02,0.61,0.12
TRIP-f93977-2,2025-09-11 16:38:14,-1.96,0.85,1.77,0.64,0.29
TRIP-f93977-2,2025-09-11 16:38:16,1.74,2.89,2.72,0.96,0.65
TRIP-f93977-2,2025-09-11 16:38:18,-0.35,-0.7,0.3,0.79,0.55
TRIP-f93977-2,2025-09-11 16:38:20,2.73,-0.49,2.02,0.06,0.48
TRIP-f93977-2,2025-09-11 16:38:22,-0.99,-2.17,0.92,0.63,0.6
TRIP-f93977-2,2025-09-11 16:38:24,2.62,2.2,2.14,0.72,0.76
TRIP-f93977-2,2025-09-11 16:38:26,2.25,-2.02,-1.03,0.1,0.12
TRIP-f93977-2,2025-09-11 16:38:28,1.11,2.39,-1.65,0.83,0.98
TRIP-f93977-2,2025-09-11 16:38:30,1.94,-2.94,0.92,0.6,0.95
TRIP-f93977-2,2025-09-11 16:38:32,-0.43,2.41,2.38,0.13,0.22
TRIP-f93977-2,2025-09-11 16:38:34,-0.51,0.95,-0.22,0.58,0.17
TRIP-f93977-2,2025-09-11 16:38:36,-2.6,1.95,0.75,0.44,0.16
TRIP-f93977-2,2025-09-11 16:38:38,0.27,1.21,0.74,0.2,0.09
TRIP-f93977-2,2025-09-11 16:38:40,1.76,2.13,0.58,0.38,0.26
TRIP-f93977-2,2025-09-11 16:38:42,1.3,0.03,-2.32,0.3,0.36
TRIP-f93977-2,2025-09-11 16:38:44,2.01,-0.46,2.89,0.42,0.99
TRIP-f93977-2,2025-09-11 16:38:46,-2.59,1.47,-0.54,0.35,0.08
TRIP-f93977-2,2025-09-11 16:38:48,-1.81,-0.71,-0.04,0.69,0.46
TRIP-f93977-2,2025-09-11 16:38:50,1.95,-1.63,1.08,0.65,0.28
TRIP-f93977-2,2025-09-11 16:38:52,-2.38,-2.15,-2.2,0.37,0.52
TRIP-f93977-2,2025-09-11 16:38:54,0.02,0.5,-2.01,0.04,0.55
TRIP-f93977-2,2025-09-11 16:38:56,-0.2,-2.22,1.27,0.17,0.64
TRIP-f93977-2,2025-09-11 16:38:58,0.39,-0.89,2.52,0.39,0.78
TRIP-f93977-2,2025-09-11 16:39:00,1.15,-2.31,-2.99,0.39,0.4
TRIP-f93977-2,2025-09-11 16:39:02,-0.01,2.21,1.77,0.49,0.73
TRIP-f93977-2,2025-09-11 16:39:04,-2.31,0.64,-1.53,0.68,0.45
TRIP-f93977-2,2025-09-11 16:39:06,0.56,-2.48,2.48,0.42,0.94
TRIP-ce3a27-0,2025-09-11 16:37:28,-1.54,-1.01,-2.5,0.55,0.25
TRIP-ce3a27-0,2025-09-11 16:37:30,2.38,-0.98,-0.31,0.79,0.74
TRIP-ce3a27-0,2025-09-11 16:37:32,-2.78,1.75,0.55,0.48,0.28
TRIP-ce3a27-0,2025-09-11 16:37:34,1.06,2.03,0.27,0.84,0.75
TRIP-ce3a27-0,2025-09-11 16:37:36,-2.79,1.12,2.97,0.55,0.76
TRIP-ce3a27-0,2025-09-11 16:37:38,1.07,0.92,-1.35,0.6,0.07
TRIP-ce3a27-0,2025-09-11 16:37:40,-1.35,-0.81,1.35,0.54,0.97
TRIP-ce3a27-0,2025-09-11 16:37:42,0.29,-1.14,-2.9,0.0,0.94
TRIP-ce3a27-0,2025-09-11 16:37:44,0.55,0.49,-1.95,0.27,0.09
TRIP-ce3a27-0,2025-09-11 16:37:46,0.94,2.25,-0.16,0.07,0.44
TRIP-ce3a27-0,2025-09-11 16:37:48,-0.1,0.41,-0.27,0.02,0.76
TRIP-ce3a27-0,2025-09-11 16:37:50,0.44,-0.54,-1.87,0.6,0.22
TRIP-ce3a27-0,2025-09-11 16:37:52,-2.1,2.6,1.95,0.8,0.99
TRIP-ce3a27-0,2025-09-11 16:37:54,0.6,-0.47,1.51,0.9,0.99
TRIP-ce3a27-0,2025-09-11 16:37:56,0.43,-0.01,0.59,0.87,0.75
TRIP-ce3a27-0,2025-09-11 16:37:58,-1.78,0.38,2.96,0.45,0.94
TRIP-ce3a27-0,2025-09-11 16:38:00,-0.07,-0.9,-1.38,0.36,0.06
TRIP-ce3a27-0,2025-09-11 16:38:02,0.08,-1.52,-0.69,0.86,0.03
TRIP-ce3a27-0,2025-09-11 16:38:04,0.53,0.2,-2.43,0.69,0.73
TRIP-ce3a27-0,2025-09-11 16:38:06,1.96,2.18,0.9,0.39,0.6
TRIP-ce3a27-0,2025-09-11 16:38:08,1.76,-0.2,0.98,0.43,0.62
TRIP-ce3a27-0,2025-09-11 16:38:10,2.23,2.41,0.57,0.96,0.4
TRIP-ce3a27-0,2025-09-11 16:38:12,-1.02,-2.88,-0.51,0.41,0.71
TRIP-ce3a27-0,2025-09-11 16:38:14,-1.64,-1.63,1.61,0.41,0.03
TRIP-ce3a27-0,2025-09-11 16:38:16,-0.93,-2.77,-0.83,0.99,0.14
TRIP-ce3a27-0,2025-09-11 16:38:18,2.76,2.41,-0.98,0.57,0.17
TRIP-ce3a27-0,2025-09-11 16:38:20,-2.18,-0.92,-1.84,0.16,0.61
TRIP-ce3a27-0,2025-09-11 16:38:22,0.93,2.37,1.29,0.42,0.65
TRIP-ce3a27-0,2025-09-11 16:38:24,-0.17,2.47,1.06,0.62,0.44
TRIP-ce3a27-0,2025-09-11 16:38:26,-1.27,-1.46,0.02,0.73,0.9
TRIP-ce3a27-0,2025-09-11 16:38:28,2.29,-0.03,2.94,0.41,0.9
TRIP-ce3a27-0,2025-09-11 16:38:30,-2.46,-1.47,1.36,0.76,0.02
TRIP-ce3a27-0,2025-09-11 16:38:32,-1.62,-2.22,0.11,0.56,0.62
TRIP-ce3a27-0,2025-09-11 16:38:34,0.15,-1.94,-0.8,0.68,0.48
TRIP-ce3a27-0,2025-09-11 16:38:36,2.97,0.41,1.59,0.82,0.03
TRIP-ce3a27-0,2025-09-11 16:38:38,0.16,2.44,-1.48,0.14,0.69
TRIP-ce3a27-0,2025-09-11 16:38:40,-1.55,-1.87,2.14,0.54,0.88
TRIP-ce3a27-0,2025-09-11 16:38:42,0.65,-2.93,0.25,0.23,0.56
TRIP-ce3a27-0,2025-09-11 16:38:44,-1.06,-2.85,-0.82,0.71,0.04
TRIP-ce3a27-0,2025-09-11 16:38:46,-0.37,-1.78,0.05,0.7,0.55
TRIP-ce3a27-0,2025-09-11 16:38:48,-1.35,2.75,-2.6,0.75,0.01
TRIP-ce3a27-0,2025-09-11 16:38:50,-1.98,2.58,0.16,0.91,0.15
TRIP-ce3a27-0,2025-09-11 16:38:52,0.46,1.9,0.82,0.88,0.66
TRIP-ce3a27-0,2025-09-11 16:38:54,2.21,1.12,-2.1,0.07,0.19
TRIP-ce3a27-0,2025-09-11 16:38:56,1.88,-2.44,-1.6,0.31,0.74
TRIP-ce3a27-0,2025-09-11 16:38:58,0.25,-0.34,-1.04,0.43,0.91
TRIP-ce3a27-0,2025-09-11 16:39:00,1.32,-0.15,0.52,0.76,0.39
TRIP-ce3a27-0,2025-09-11 16:39:02,0.19,2.06,-2.83,0.43,0.21
TRIP-ce3a27-0,2025-09-11 16:39:04,-2.06,-2.63,2.75,0.47,0.75
TRIP-ce3a27-0,2025-09-11 16:39:06,1.88,-2.27,-2.75,0.52,0.7
TRIP-ce3a27-1,2025-09-11 16:37:28,1.03,0.77,-1.63,0.95,0.65
TRIP-ce3a27-1,2025-09-11 16:37:30,0.88,-0.03,-2.96,0.54,0.66
TRIP-ce3a27-1,2025-09-11 16:37:32,1.14,2.71,1.41,0.43,0.38
TRIP-ce3a27-1,2025-09-11 16:37:34,0.51,-0.1,-2.86,1.0,0.42
TRIP-ce3a27-1,2025-09-11 16:37:36,0.59,-1.47,2.6,0.67,0.46
TRIP-ce3a27-1,2025-09-11 16:37:38,-0.87,1.99,-2.65,0.8,0.75
TRIP-ce3a27-1,2025-09-11 16:37:40,-2.73,-1.46,-2.46,0.67,0.5
TRIP-ce3a27-1,2025-09-11 16:37:42,2.86,3.0,-1.98,0.25,0.51
TRIP-ce3a27-1,2025-09-11 16:37:44,1.76,-0.49,1.49,0.27,0.86
TRIP-ce3a27-1,2025-09-11 16:37:46,0.81,-1.35,0.38,0.21,0.08
TRIP-ce3a27-1,2025-09-11 16:37:48,0.71,-1.33,-1.72,0.28,0.46
TRIP-ce3a27-1,2025-09-11 16:37:50,1.47,-1.51,-1.95,0.51,0.87
TRIP-ce3a27-1,2025-09-11 16:37:52,0.34,-2.2,-0.51,0.56,0.79
TRIP-ce3a27-1,2025-09-11 16:37:54,-2.79,-1.08,0.14,0.36,0.22
TRIP-ce3a27-1,2025-09-11 16:37:56,2.77,2.8,1.64,0.02,0.73
TRIP-ce3a27-1,2025-09-11 16:37:58,0.42,-0.86,-1.53,0.37,0.15
TRIP-ce3a27-1,2025-09-11 16:38:00,0.78,2.96,-0.45,0.2,0.24
TRIP-ce3a27-1,2025-09-11 16:38:02,-2.4,-2.69,0.65,0.61,0.16
TRIP-ce3a27-1,2025-09-11 16:38:04,2.06,-2.57,-2.0,0.42,0.37
TRIP-ce3a27-1,2025-09-11 16:38:06,0.52,2.36,2.43,0.08,0.86
TRIP-ce3a27-1,2025-09-11 16:38:08,0.39,-0.08,-0.86,0.65,0.67
TRIP-ce3a27-1,2025-09-11 16:38:10,1.06,1.14,-1.85,0.82,0.1
TRIP-ce3a27-1,2025-09-11 16:38:12,1.06,0.43,1.73,0.65,0.17
TRIP-ce3a27-1,2025-09-11 16:38:14,2.88,-2.25,1.99,0.28,0.37
TRIP-ce3a27-1,2025-09-11 16:38:16,1.76,-1.32,-0.69,0.03,0.96
TRIP-ce3a27-1,2025-09-11 16:38:18,-2.41,-1.34,0.21,0.76,0.58
TRIP-ce3a27-1,2025-09-11 16:38:20,2.14,2.92,-1.5,0.86,0.14
TRIP-ce3a27-1,2025-09-11 16:38:22,-0.42,-0.8,-1.26,0.42,0.17
TRIP-ce3a27-1,2025-09-11 16:38:24,-2.41,0.14,-2.9,0.84,0.89
TRIP-ce3a27-1,2025-09-11 16:38:26,-1.69,0.75,0.55,0.24,0.97
TRIP-ce3a27-1,2025-09-11 16:38:28,1.24,2.69,2.17,0.77,0.44
TRIP-ce3a27-1,2025-09-11 16:38:30,1.86,-2.87,-2.37,0.8,0.16
TRIP-ce3a27-1,2025-09-11 16:38:32,-1.35,2.11,-0.71,0.83,0.09
TRIP-ce3a27-1,2025-09-11 16:38:34,1.89,-1.07,2.4,0.41,0.65
TRIP-ce3a27-1,2025-09-11 16:38:36,-0.01,0.3,-2.79,0.5,0.14
TRIP-ce3a27-1,2025-09-11 16:38:38,-1.69,-0.01,2.93,0.45,0.67
TRIP-ce3a27-1,2025-09-11 16:38:40,0.24,1.96,1.41,0.05,0.9
TRIP-ce3a27-1,2025-09-11 16:38:42,-1.81,-1.46,-2.05,0.91,0.18
TRIP-ce3a27-1,2025-09-11 16:38:44,-0.53,2.95,-1.0,0.88,0.51
TRIP-ce3a27-1,2025-09-11 16:38:46,1.02,0.43,3.0,0.27,0.43
TRIP-ce3a27-1,2025-09-11 16:38:48,1.29,0.02,2.15,0.43,0.11
TRIP-ce3a27-1,2025-09-11 16:38:50,-2.6,1.01,-2.87,0.83,0.33
TRIP-ce3a27-1,2025-09-11 16:38:52,-0.28,0.64,-0.98,0.74,0.43
TRIP-ce3a27-1,2025-09-11 16:38:54,1.6,0.4,-0.33,0.73,0.11
TRIP-ce3a27-1,2025-09-11 16:38:56,2.94,-1.19,1.75,0.39,0.84
TRIP-ce3a27-1,2025-09-11 16:38:58,-1.09,-1.73,-0.42,0.45,0.01
TRIP-ce3a27-1,2025-09-11 16:39:00,0.92,2.6,-0.12,0.06,0.3
TRIP-ce3a27-1,2025-09-11 16:39:02,-2.5,-2.8,0.47,0.48,0.44
TRIP-ce3a27-1,2025-09-11 16:39:04,-1.52,-1.17,2.29,0.81,0.74
TRIP-ce3a27-1,2025-09-11 16:39:06,1.94,0.53,0.37,0.88,0.35
TRIP-ce3a27-2,2025-09-11 16:37:28,2.57,-2.98,0.57,0.93,0.8
TRIP-ce3a27-2,2025-09-11 16:37:30,2.72,2.73,-0.89,0.81,0.76
TRIP-ce3a27-2,2025-09-11 16:37:32,2.69,-0.88,0.54,0.68,0.43
TRIP-ce3a27-2,2025-09-11 16:37:34,-0.05,-0.81,1.96,0.74,0.7
TRIP-ce3a27-2,2025-09-11 16:37:36,1.09,-2.3,-2.48,0.89,0.81
TRIP-ce3a27-2,2025-09-11 16:37:38,-0.24,1.81,-0.59,0.44,0.21
TRIP-ce3a27-2,2025-09-11 16:37:40,0.03,-1.74,1.78,0.04,0.77
TRIP-ce3a27-2,2025-09-11 16:37:42,0.63,1.73,-0.05,0.51,0.45
TRIP-ce3a27-2,2025-09-11 16:37:44,1.59,-1.53,-0.69,0.6,0.46
TRIP-ce3a27-2,2025-09-11 16:37:46,-2.87,-1.65,-1.16,0.08,0.18
TRIP-ce3a27-2,2025-09-11 16:37:48,1.28,2.4,2.67,0.59,0.54
TRIP-ce3a27-2,2025-09-11 16:37:50,-2.22,-1.98,-0.55,0.6,0.63
TRIP-ce3a27-2,2025-09-11 16:37:52,1.63,1.07,-2.89,0.88,1.0
TRIP-ce3a27-2,2025-09-11 16:37:54,1.52,1.48,2.16,0.75,0.86
TRIP-ce3a27-2,2025-09-11 16:37:56,-0.14,0.31,-2.78,0.55,0.77
TRIP-ce3a27-2,2025-09-11 16:37:58,2.52,-2.48,1.67,0.0,0.91
TRIP-ce3a27-2,2025-09-11 16:38:00,-1.22,2.58,-1.46,0.44,0.12
